"","Model"
"Jan. Low Flow",29.3
"Feb. Low Flow",31.1
"Mar. Low Flow",68.8
"Apr. Low Flow",86.4
"May Low Flow",129
"Jun. Low Flow",151
"Jul. Low Flow",120
"Aug. Low Flow",99.6
"Sep. Low Flow",76.3
"Oct. Low Flow",51.1
"Nov. Low Flow",38.8
"Dec. Low Flow",28.2
