"","Model"
"Min. 1 Day Min",9.75
"Med. 1 Day Min",19.2
"Min. 3 Day Min",9.92
"Med. 3 Day Min",20
"Min. 7 Day Min",10.4
"Med. 7 Day Min",21.3
"Min. 30 Day Min",14.5
"Med. 30 Day Min",27.3
"Min. 90 Day Min",24.6
"Med. 90 Day Min",50.8
"7Q10",13.3
"Year of 90-Day Low Flow",1988
"Drought Year Mean",62.1735550005051
"Mean Baseflow",99.8
