"","Model"
"Min. 1 Day Min",0.666
"Med. 1 Day Min",18.7
"Min. 3 Day Min",0.745
"Med. 3 Day Min",19.4
"Min. 7 Day Min",1.18
"Med. 7 Day Min",22.9
"Min. 30 Day Min",4.8
"Med. 30 Day Min",39.6
"Min. 90 Day Min",23.6
"Med. 90 Day Min",97.4
"7Q10",4.64
"Year of 90-Day Low Flow",2002
"Drought Year Mean",156.32459500947
"Mean Baseflow",235
