"","Model"
"1% Non-Exceedance",3.34
"5% Non-Exceedance",9.48
"50% Non-Exceedance",104
"95% Non-Exceedance",747
"99% Non-Exceedance",2260
"Sept. 10% Non-Exceedance",9.11
