"","Overall Mean Flow","Jan. Low Flow","Feb. Low Flow","Mar. Low Flow","Apr. Low Flow","May Low Flow","Jun. Low Flow","Jul. Low Flow","Aug. Low Flow","Sep. Low Flow","Oct. Low Flow","Nov. Low Flow","Dec. Low Flow","Jan. Mean Flow","Feb. Mean Flow","Mar. Mean Flow","Apr. Mean Flow","May Mean Flow","Jun. Mean Flow","Jul. Mean Flow","Aug. Mean Flow","Sep. Mean Flow","Oct. Mean Flow","Nov. Mean Flow","Dec. Mean Flow","Min. 1 Day Min","Med. 1 Day Min.","Min. 3 Day Min","Med. 3 Day Min.","Min. 7 Day Min","Med. 7 Day Min.","Min. 30 Day Min","Med. 30 Day Min.","Min. 90 Day Min","Med. 90 Day Min.","7Q10","Year of 90-Day Low Flow","1% Non-Exceedance","5% Non-Exceedance","50% Non-Exceedance","95% Non-Exceedance","99% Non-Exceedance","Sept. 10% Non-Exceedance","Mean Baseflow","Jan. High Flow","Feb. High Flow","Mar. High Flow","Apr. High Flow","May High Flow","Jun. High Flow","Jul. High Flow","Aug. High Flow","Sep. High Flow","Oct. High Flow","Nov. High Flow","Dec. High Flow","Max. 1 Day Max","Med. 1 Day Max.","Max. 3 Day Max","Med. 3 Day Max.","Max. 7 Day Max","Med. 7 Day Max.","Max. 30 Day Max","Med. 30 Day Max.","Max. 90 Day Max","Med. 90 Day Max.","Drought Year Mean"
"USGS Gage",396,152,189,201,215,282,319,304,237,185,167,136,122,468,474,597,546,388,353,286,255,413,285,341,357,17.5,105,17.9,115,19.3,124,32.6,142,56.2,205,51.5,2002,56.4,103,268,892,2940,92.4,235,444,822,879,1190,1710,2190,1330,755,502,620,450,679,34900,6360,15100,3670,6930,1870,2300,887,1340,561,133.488219178082
"Model",390,71.4,99,178,227,321,337,224,173,153,106,95.7,79.4,477,569,736,584,382,330,217,194,319,240,299,344,12.8,49.6,13.1,51.3,13.8,54.5,20.5,70.4,42.6,113,22.5,1999,27.1,49.6,234,1080,3200,49.9,231,228,920,789,1080,885,2140,1400,671,401,275,209,239,13000,5170,8660,3900,4780,2070,2310,961,1410,688,106.56352934102
"Pct. Error",-1.52,-53,-47.6,-11.4,5.58,13.8,5.64,-26.3,-27,-17.3,-36.5,-29.6,-34.9,1.92,20,23.3,6.96,-1.55,-6.52,-24.1,-23.9,-22.8,-15.8,-12.3,-3.64,-26.9,-52.8,-26.8,-55.4,-28.5,-56,-37.1,-50.4,-24.2,-44.9,-56.3,100,-52,-51.8,-12.7,21.1,8.84,-46,-1.7,-48.6,11.9,-10.2,-9.24,-48.2,-2.28,5.26,-11.1,-20.1,-55.6,-53.6,-64.8,-62.8,-18.7,-42.6,6.27,-31,10.7,0.435,8.34,5.22,22.6,-20.2
