"","Model"
"Overall Mean Flow",393
"Jan. Mean Flow",478
"Feb. Mean Flow",587
"Mar. Mean Flow",655
"Apr. Mean Flow",557
"May Mean Flow",391
"Jun. Mean Flow",354
"Jul. Mean Flow",239
"Aug. Mean Flow",243
"Sep. Mean Flow",297
"Oct. Mean Flow",248
"Nov. Mean Flow",338
"Dec. Mean Flow",347
