"","Model"
"Min. 1 Day Min",16.5
"Med. 1 Day Min",61.1
"Min. 3 Day Min",17
"Med. 3 Day Min",62.9
"Min. 7 Day Min",18.1
"Med. 7 Day Min",66.2
"Min. 30 Day Min",27.8
"Med. 30 Day Min",85.6
"Min. 90 Day Min",91.1
"Med. 90 Day Min",154
"7Q10",34.7
"Year of 90-Day Low Flow",2002
"Drought Year Mean",195.048610356973
"Mean Baseflow",254
