"","Model"
"Min. 1 Day Min",3.61
"Med. 1 Day Min",37.9
"Min. 3 Day Min",4.08
"Med. 3 Day Min",39
"Min. 7 Day Min",4.93
"Med. 7 Day Min",40.5
"Min. 30 Day Min",13.1
"Med. 30 Day Min",66.1
"Min. 90 Day Min",54.9
"Med. 90 Day Min",227
"7Q10",13.6
"Year of 90-Day Low Flow",2002
"Drought Year Mean",355.926000119945
"Mean Baseflow",525
