"","Model"
"1% Non-Exceedance",24.4
"5% Non-Exceedance",47.8
"50% Non-Exceedance",582
"95% Non-Exceedance",3970
"99% Non-Exceedance",9860
"Sept. 10% Non-Exceedance",45.3
