"","USGS Gage","Model","Pct. Error"
"Overall Mean Flow",59,59.1,-0.169
"Jan. Mean Flow",108,103,4.63
"Feb. Mean Flow",110,108,1.82
"Mar. Mean Flow",160,156,2.5
"Apr. Mean Flow",87.5,88.6,-1.26
"May Mean Flow",45.6,45.3,0.658
"Jun. Mean Flow",22.6,21,7.08
"Jul. Mean Flow",16.8,15.9,5.36
"Aug. Mean Flow",32.7,38.8,-18.7
"Sep. Mean Flow",21.4,23.5,-9.81
"Oct. Mean Flow",9.77,17.1,-75
"Nov. Mean Flow",55.2,50.6,8.33
"Dec. Mean Flow",41.6,43.1,-3.61
