"","Model"
"Min. 1 Day Min",5.43
"Med. 1 Day Min",19.8
"Min. 3 Day Min",5.61
"Med. 3 Day Min",20.4
"Min. 7 Day Min",6.05
"Med. 7 Day Min",21.8
"Min. 30 Day Min",9.51
"Med. 30 Day Min",29.7
"Min. 90 Day Min",27
"Med. 90 Day Min",48.6
"7Q10",9.8
"Year of 90-Day Low Flow",2002
"Drought Year Mean",62.5837769929706
"Mean Baseflow",78.6
