"","Model"
"Overall Mean Flow",118
"Jan. Mean Flow",140
"Feb. Mean Flow",186
"Mar. Mean Flow",213
"Apr. Mean Flow",168
"May Mean Flow",117
"Jun. Mean Flow",103
"Jul. Mean Flow",75.7
"Aug. Mean Flow",76.9
"Sep. Mean Flow",80.5
"Oct. Mean Flow",72.9
"Nov. Mean Flow",93.2
"Dec. Mean Flow",101
