"","Model"
"1% Non-Exceedance",0.555
"5% Non-Exceedance",2.08
"50% Non-Exceedance",20.9
"95% Non-Exceedance",143
"99% Non-Exceedance",473
"Sept. 10% Non-Exceedance",1.62
