"","Overall Mean Flow","Jan. Low Flow","Feb. Low Flow","Mar. Low Flow","Apr. Low Flow","May Low Flow","Jun. Low Flow","Jul. Low Flow","Aug. Low Flow","Sep. Low Flow","Oct. Low Flow","Nov. Low Flow","Dec. Low Flow","Jan. Mean Flow","Feb. Mean Flow","Mar. Mean Flow","Apr. Mean Flow","May Mean Flow","Jun. Mean Flow","Jul. Mean Flow","Aug. Mean Flow","Sep. Mean Flow","Oct. Mean Flow","Nov. Mean Flow","Dec. Mean Flow","Min. 1 Day Min","Med. 1 Day Min.","Min. 3 Day Min","Med. 3 Day Min.","Min. 7 Day Min","Med. 7 Day Min.","Min. 30 Day Min","Med. 30 Day Min.","Min. 90 Day Min","Med. 90 Day Min.","7Q10","Year of 90-Day Low Flow","1% Non-Exceedance","5% Non-Exceedance","50% Non-Exceedance","95% Non-Exceedance","99% Non-Exceedance","Sept. 10% Non-Exceedance","Mean Baseflow","Jan. High Flow","Feb. High Flow","Mar. High Flow","Apr. High Flow","May High Flow","Jun. High Flow","Jul. High Flow","Aug. High Flow","Sep. High Flow","Oct. High Flow","Nov. High Flow","Dec. High Flow","Max. 1 Day Max","Med. 1 Day Max.","Max. 3 Day Max","Med. 3 Day Max.","Max. 7 Day Max","Med. 7 Day Max.","Max. 30 Day Max","Med. 30 Day Max.","Max. 90 Day Max","Med. 90 Day Max.","Drought Year Mean"
"USGS Gage",136,61,71,80,85,97,97,94.4,83.2,73.5,71,63,54,149,153,199,167,134,140,126,112,123,99.4,116,120,5.92,44,5.97,45,6.39,47.1,11.7,57.6,16.9,74.2,22.3,2002,19.8,39,97,308,925,42.9,86.5,148,267,299,520,412,730,284,339,336,245,222,211,7460,2070,3390,1180,1600,684,539,330,379,214,43.4803561643836
"Model",142,30.3,42,65.9,70.5,117,117,85.3,65.4,53.2,39,34.4,34.2,173,200,256,198,138,126,79.1,88.5,113,91,107,133,7.17,21.9,7.35,22.8,7.68,24.3,9.63,30.9,20,45.8,12.3,2002,15.1,23.6,91.1,373,990,26.8,84.1,99.1,330,281,475,368,955,377,285,160,101,79.3,96.5,4110,2060,2270,1190,1200,813,644,361,454,252,46.3126601799456
"Pct. Error",4.41,-50.3,-40.8,-17.6,-17.1,20.6,20.6,-9.64,-21.4,-27.6,-45.1,-45.4,-36.7,16.1,30.7,28.6,18.6,2.99,-10,-37.2,-21,-8.13,-8.45,-7.76,10.8,21.1,-50.2,23.1,-49.3,20.2,-48.4,-17.7,-46.4,18.3,-38.3,-44.8,0,-23.7,-39.5,-6.08,21.1,7.03,-37.5,-2.77,-33,23.6,-6.02,-8.65,-10.7,30.8,32.7,-15.9,-52.4,-58.8,-64.3,-54.3,-44.9,-0.483,-33,0.847,-25,18.9,19.5,9.39,19.8,17.8,6.51
