"","Model"
"Overall Mean Flow",305
"Jan. Mean Flow",435
"Feb. Mean Flow",610
"Mar. Mean Flow",568
"Apr. Mean Flow",410
"May Mean Flow",313
"Jun. Mean Flow",221
"Jul. Mean Flow",150
"Aug. Mean Flow",141
"Sep. Mean Flow",136
"Oct. Mean Flow",148
"Nov. Mean Flow",213
"Dec. Mean Flow",329
