"","Model"
"Min. 1 Day Min",0.916
"Med. 1 Day Min",8.56
"Min. 3 Day Min",1.25
"Med. 3 Day Min",10.1
"Min. 7 Day Min",1.93
"Med. 7 Day Min",10.8
"Min. 30 Day Min",8.6
"Med. 30 Day Min",26.2
"Min. 90 Day Min",20.3
"Med. 90 Day Min",83.1
"7Q10",3.84
"Year of 90-Day Low Flow",1988
"Drought Year Mean",123.666858979278
"Mean Baseflow",153
