"","Model"
"Jan. Low Flow",31.5
"Feb. Low Flow",54.1
"Mar. Low Flow",72.1
"Apr. Low Flow",84.4
"May Low Flow",110
"Jun. Low Flow",137
"Jul. Low Flow",97.9
"Aug. Low Flow",68.5
"Sep. Low Flow",56.3
"Oct. Low Flow",39.3
"Nov. Low Flow",39.1
"Dec. Low Flow",29.3
