"","USGS Gage","Model","Pct. Error"
"1% Non-Exceedance",397,357,-10.1
"5% Non-Exceedance",532,502,-5.64
"50% Non-Exceedance",1390,1350,-2.88
"95% Non-Exceedance",4540,4910,8.15
"99% Non-Exceedance",9300,10900,17.2
"Sept. 10% Non-Exceedance",510,554,8.63
