"","USGS Gage","Model","Pct. Error"
"Max. 1 Day Max",7620,8280,-8.66
"Med. 1 Day Max",2850,4140,-45.3
"Max. 3 Day Max",3880,4670,-20.4
"Med. 3 Day Max",2130,2720,-27.7
"Max. 7 Day Max",2190,2660,-21.5
"Med. 7 Day Max",1420,1590,-12
"Max. 30 Day Max",1120,1410,-25.9
"Med. 30 Day Max",706,690,2.27
"Max. 90 Day Max",767,937,-22.2
"Med. 90 Day Max",513,501,2.34
