"","Model"
"Overall Mean Flow",168
"Jan. Mean Flow",216
"Feb. Mean Flow",268
"Mar. Mean Flow",325
"Apr. Mean Flow",223
"May Mean Flow",171
"Jun. Mean Flow",120
"Jul. Mean Flow",72.3
"Aug. Mean Flow",61.5
"Sep. Mean Flow",159
"Oct. Mean Flow",103
"Nov. Mean Flow",141
"Dec. Mean Flow",160
