"","Model"
"Overall Mean Flow",311
"Jan. Mean Flow",441
"Feb. Mean Flow",522
"Mar. Mean Flow",572
"Apr. Mean Flow",426
"May Mean Flow",246
"Jun. Mean Flow",149
"Jul. Mean Flow",110
"Aug. Mean Flow",228
"Sep. Mean Flow",374
"Oct. Mean Flow",179
"Nov. Mean Flow",202
"Dec. Mean Flow",298
