"","Model"
"Min. 1 Day Min",0.266
"Med. 1 Day Min",2.78
"Min. 3 Day Min",0.31
"Med. 3 Day Min",3.14
"Min. 7 Day Min",0.427
"Med. 7 Day Min",3.98
"Min. 30 Day Min",2.83
"Med. 30 Day Min",10.4
"Min. 90 Day Min",14
"Med. 90 Day Min",53
"7Q10",1.35
"Year of 90-Day Low Flow",1993
"Drought Year Mean",357.585229382213
"Mean Baseflow",144
