"","Model"
"Jan. Low Flow",16.4
"Feb. Low Flow",25
"Mar. Low Flow",36.8
"Apr. Low Flow",59.6
"May Low Flow",97.5
"Jun. Low Flow",99.2
"Jul. Low Flow",68.2
"Aug. Low Flow",47.7
"Sep. Low Flow",34.4
"Oct. Low Flow",22.4
"Nov. Low Flow",19.4
"Dec. Low Flow",14.6
