"","Model"
"Overall Mean Flow",294
"Jan. Mean Flow",396
"Feb. Mean Flow",505
"Mar. Mean Flow",639
"Apr. Mean Flow",435
"May Mean Flow",263
"Jun. Mean Flow",158
"Jul. Mean Flow",99.8
"Aug. Mean Flow",144
"Sep. Mean Flow",260
"Oct. Mean Flow",137
"Nov. Mean Flow",246
"Dec. Mean Flow",268
