"","USGS Gage","Model","Pct. Error"
"Max. 1 Day Max",7480,9930,-32.8
"Med. 1 Day Max",4510,3600,20.2
"Max. 3 Day Max",5090,4570,10.2
"Med. 3 Day Max",2630,2340,11
"Max. 7 Day Max",2870,2390,16.7
"Med. 7 Day Max",1570,1430,8.92
"Max. 30 Day Max",1510,1330,11.9
"Med. 30 Day Max",684,686,-0.292
"Max. 90 Day Max",920,886,3.7
"Med. 90 Day Max",465,460,1.08
