"","Model"
"Min. 1 Day Min",0.0273
"Med. 1 Day Min",1.91
"Min. 3 Day Min",0.033
"Med. 3 Day Min",2.02
"Min. 7 Day Min",0.0505
"Med. 7 Day Min",2.29
"Min. 30 Day Min",0.518
"Med. 30 Day Min",3.34
"Min. 90 Day Min",2.32
"Med. 90 Day Min",9.88
"7Q10",0.213
"Year of 90-Day Low Flow",2002
"Drought Year Mean",22.6320969132354
"Mean Baseflow",24.3
