"","USGS Gage","Model","Pct. Error"
"Max. 1 Day Max",21200,15100,-28.8
"Med. 1 Day Max",8750,13600,55.4
"Max. 3 Day Max",18300,15100,-17.5
"Med. 3 Day Max",8390,10700,27.5
"Max. 7 Day Max",15300,15100,-1.31
"Med. 7 Day Max",7250,6790,-6.34
"Max. 30 Day Max",7240,7480,3.31
"Med. 30 Day Max",3670,3170,-13.6
"Max. 90 Day Max",5510,5580,1.27
"Med. 90 Day Max",2170,2050,-5.53
