"","Model"
"Min. 1 Day Min",0.00336
"Med. 1 Day Min",0.801
"Min. 3 Day Min",0.00342
"Med. 3 Day Min",0.949
"Min. 7 Day Min",0.00364
"Med. 7 Day Min",1.23
"Min. 30 Day Min",0.0659
"Med. 30 Day Min",4.32
"Min. 90 Day Min",6.55
"Med. 90 Day Min",14
"7Q10",0.0787
"Year of 90-Day Low Flow",1991
"Drought Year Mean",62.6941148592693
"Mean Baseflow",27.6
