"","Model"
"Jan. High Flow",33.2
"Feb. High Flow",120
"Mar. High Flow",121
"Apr. High Flow",369
"May High Flow",401
"Jun. High Flow",478
"Jul. High Flow",273
"Aug. High Flow",126
"Sep. High Flow",57.2
"Oct. High Flow",32.1
"Nov. High Flow",93.7
"Dec. High Flow",39.8
