"","Model"
"Min. 1 Day Min",58.1
"Med. 1 Day Min",108
"Min. 3 Day Min",59.2
"Med. 3 Day Min",109
"Min. 7 Day Min",61.3
"Med. 7 Day Min",112
"Min. 30 Day Min",71.6
"Med. 30 Day Min",143
"Min. 90 Day Min",124
"Med. 90 Day Min",209
"7Q10",81.1
"Year of 90-Day Low Flow",2001
"Drought Year Mean",257.846418373565
"Mean Baseflow",263
