"","Model"
"Overall Mean Flow",114
"Jan. Mean Flow",136
"Feb. Mean Flow",186
"Mar. Mean Flow",210
"Apr. Mean Flow",160
"May Mean Flow",112
"Jun. Mean Flow",96
"Jul. Mean Flow",68.1
"Aug. Mean Flow",70.7
"Sep. Mean Flow",72.5
"Oct. Mean Flow",69.7
"Nov. Mean Flow",89
"Dec. Mean Flow",98.7
