"","Model"
"Jan. Low Flow",34.5
"Feb. Low Flow",54.5
"Mar. Low Flow",71.3
"Apr. Low Flow",112
"May Low Flow",152
"Jun. Low Flow",175
"Jul. Low Flow",131
"Aug. Low Flow",92.1
"Sep. Low Flow",84.2
"Oct. Low Flow",54.3
"Nov. Low Flow",56.4
"Dec. Low Flow",43.2
