"","Model"
"Min. 1 Day Min",7.43
"Med. 1 Day Min",21.9
"Min. 3 Day Min",7.63
"Med. 3 Day Min",22.7
"Min. 7 Day Min",8.4
"Med. 7 Day Min",24
"Min. 30 Day Min",16.1
"Med. 30 Day Min",33
"Min. 90 Day Min",38.8
"Med. 90 Day Min",64.9
"7Q10",12.5
"Year of 90-Day Low Flow",1988
"Drought Year Mean",84.5470604318458
"Mean Baseflow",119
