"","Model"
"Overall Mean Flow",265
"Jan. Mean Flow",335
"Feb. Mean Flow",393
"Mar. Mean Flow",454
"Apr. Mean Flow",397
"May Mean Flow",278
"Jun. Mean Flow",244
"Jul. Mean Flow",144
"Aug. Mean Flow",124
"Sep. Mean Flow",207
"Oct. Mean Flow",178
"Nov. Mean Flow",203
"Dec. Mean Flow",235
