"","Model"
"Jan. Low Flow",18.1
"Feb. Low Flow",31.6
"Mar. Low Flow",42
"Apr. Low Flow",50.5
"May Low Flow",65.5
"Jun. Low Flow",77.5
"Jul. Low Flow",57.1
"Aug. Low Flow",39.3
"Sep. Low Flow",32.1
"Oct. Low Flow",22.7
"Nov. Low Flow",23.1
"Dec. Low Flow",16.8
