"","Model"
"Overall Mean Flow",2250
"Jan. Mean Flow",2710
"Feb. Mean Flow",3270
"Mar. Mean Flow",3730
"Apr. Mean Flow",3110
"May Mean Flow",2270
"Jun. Mean Flow",2030
"Jul. Mean Flow",1460
"Aug. Mean Flow",1540
"Sep. Mean Flow",1640
"Oct. Mean Flow",1530
"Nov. Mean Flow",1890
"Dec. Mean Flow",1920
