"","Model"
"Jan. Low Flow",34.8
"Feb. Low Flow",87.7
"Mar. Low Flow",139
"Apr. Low Flow",192
"May Low Flow",292
"Jun. Low Flow",335
"Jul. Low Flow",230
"Aug. Low Flow",139
"Sep. Low Flow",83.7
"Oct. Low Flow",38
"Nov. Low Flow",45.1
"Dec. Low Flow",39.2
