"","Model"
"Jan. Low Flow",71.1
"Feb. Low Flow",251
"Mar. Low Flow",373
"Apr. Low Flow",534
"May Low Flow",919
"Jun. Low Flow",690
"Jul. Low Flow",454
"Aug. Low Flow",218
"Sep. Low Flow",156
"Oct. Low Flow",77.1
"Nov. Low Flow",89
"Dec. Low Flow",67.3
