"","Model"
"Overall Mean Flow",1170
"Jan. Mean Flow",1620
"Feb. Mean Flow",1980
"Mar. Mean Flow",2400
"Apr. Mean Flow",1720
"May Mean Flow",985
"Jun. Mean Flow",564
"Jul. Mean Flow",373
"Aug. Mean Flow",660
"Sep. Mean Flow",1260
"Oct. Mean Flow",585
"Nov. Mean Flow",828
"Dec. Mean Flow",1110
