"","Model"
"Min. 1 Day Min",4.47
"Med. 1 Day Min",29.3
"Min. 3 Day Min",4.64
"Med. 3 Day Min",30.1
"Min. 7 Day Min",5.03
"Med. 7 Day Min",31.9
"Min. 30 Day Min",8.92
"Med. 30 Day Min",48.7
"Min. 90 Day Min",21.4
"Med. 90 Day Min",77
"7Q10",11.7
"Year of 90-Day Low Flow",2002
"Drought Year Mean",50.9987901432542
"Mean Baseflow",154
