"","Model"
"Jan. Low Flow",510
"Feb. Low Flow",611
"Mar. Low Flow",976
"Apr. Low Flow",965
"May Low Flow",1290
"Jun. Low Flow",1590
"Jul. Low Flow",1310
"Aug. Low Flow",1070
"Sep. Low Flow",943
"Oct. Low Flow",727
"Nov. Low Flow",640
"Dec. Low Flow",568
