"","Model"
"Overall Mean Flow",1780
"Jan. Mean Flow",2150
"Feb. Mean Flow",2570
"Mar. Mean Flow",2940
"Apr. Mean Flow",2440
"May Mean Flow",1800
"Jun. Mean Flow",1610
"Jul. Mean Flow",1160
"Aug. Mean Flow",1230
"Sep. Mean Flow",1290
"Oct. Mean Flow",1230
"Nov. Mean Flow",1500
"Dec. Mean Flow",1510
