"","USGS Gage","Model","Pct. Error"
"Max. 1 Day Max",18000,29700,-65
"Med. 1 Day Max",8320,7770,6.61
"Max. 3 Day Max",16800,18900,-12.5
"Med. 3 Day Max",6910,6490,6.08
"Max. 7 Day Max",10700,12400,-15.9
"Med. 7 Day Max",4080,4560,-11.8
"Max. 30 Day Max",4370,4240,2.97
"Med. 30 Day Max",1870,1900,-1.6
"Max. 90 Day Max",2990,2920,2.34
"Med. 90 Day Max",1410,1390,1.42
