"","USGS Gage","Model","Pct. Error"
"1% Non-Exceedance",20,8.74,-56.3
"5% Non-Exceedance",23,15.5,-32.6
"50% Non-Exceedance",68,69.6,2.35
"95% Non-Exceedance",308,289,-6.17
"99% Non-Exceedance",686,645,-5.98
"Sept. 10% Non-Exceedance",22,13.1,-40.5
