"","Model"
"Overall Mean Flow",8270
"Jan. Mean Flow",9350
"Feb. Mean Flow",10700
"Mar. Mean Flow",13400
"Apr. Mean Flow",12600
"May Mean Flow",8870
"Jun. Mean Flow",7210
"Jul. Mean Flow",5740
"Aug. Mean Flow",5460
"Sep. Mean Flow",6350
"Oct. Mean Flow",6170
"Nov. Mean Flow",6300
"Dec. Mean Flow",7320
