"","Date","agency_cd","site_no","Flow","Flow_cd","mod.flow"
"64",1984-03-04,"USGS","02028500",252,"A",246.0341522
"65",1984-03-05,"USGS","02028500",263,"A",237.33751873
"66",1984-03-06,"USGS","02028500",276,"A",265.58771708
"67",1984-03-07,"USGS","02028500",263,"A",289.7008789
"68",1984-03-08,"USGS","02028500",226,"A",267.0982654
"69",1984-03-09,"USGS","02028500",214,"A",253.6839017
"70",1984-03-10,"USGS","02028500",199,"A",241.59013745
"71",1984-03-11,"USGS","02028500",197,"A",231.55924987
"72",1984-03-12,"USGS","02028500",180,"A",222.62890525
"73",1984-03-13,"USGS","02028500",298,"A",272.27242948
"74",1984-03-14,"USGS","02028500",341,"A",457.82627
"75",1984-03-15,"USGS","02028500",344,"A",416.6741841
"76",1984-03-16,"USGS","02028500",318,"A",365.038517
"77",1984-03-17,"USGS","02028500",296,"A",326.6404945
"78",1984-03-18,"USGS","02028500",276,"A",300.015318
"79",1984-03-19,"USGS","02028500",258,"A",282.0671588
"80",1984-03-20,"USGS","02028500",242,"A",267.9161662
"81",1984-03-21,"USGS","02028500",387,"A",386.0211617
"82",1984-03-22,"USGS","02028500",366,"A",368.5198926
"83",1984-03-23,"USGS","02028500",330,"A",341.0983277
"84",1984-03-24,"USGS","02028500",302,"A",310.2626391
"85",1984-03-25,"USGS","02028500",341,"A",347.3571843
"86",1984-03-26,"USGS","02028500",346,"A",453.236536
"87",1984-03-27,"USGS","02028500",310,"A",481.6958237
"88",1984-03-28,"USGS","02028500",636,"A",530.1106089
"89",1984-03-29,"USGS","02028500",1400,"A",2963.4463806
"90",1984-03-30,"USGS","02028500",791,"A",1474.1142883
"91",1984-03-31,"USGS","02028500",625,"A",940.5702439
"92",1984-04-01,"USGS","02028500",518,"A",675.5140743
"93",1984-04-02,"USGS","02028500",456,"A",539.4427719
"94",1984-04-03,"USGS","02028500",408,"A",463.8068104
"95",1984-04-04,"USGS","02028500",514,"A",439.2021616
"96",1984-04-05,"USGS","02028500",1010,"A",2326.896821
"97",1984-04-06,"USGS","02028500",665,"A",1407.9455339
"98",1984-04-07,"USGS","02028500",557,"A",887.4923879
"99",1984-04-08,"USGS","02028500",474,"A",637.2043148
"100",1984-04-09,"USGS","02028500",428,"A",507.3854618
"101",1984-04-10,"USGS","02028500",386,"A",436.1696356
"102",1984-04-11,"USGS","02028500",352,"A",394.558525
"103",1984-04-12,"USGS","02028500",318,"A",367.9199181
"104",1984-04-13,"USGS","02028500",302,"A",346.9062099
"105",1984-04-14,"USGS","02028500",385,"A",391.4610414
"106",1984-04-15,"USGS","02028500",571,"A",654.7850094
"107",1984-04-16,"USGS","02028500",496,"A",661.4965802
"108",1984-04-17,"USGS","02028500",442,"A",595.765444
"109",1984-04-18,"USGS","02028500",397,"A",498.3892285
"110",1984-04-19,"USGS","02028500",360,"A",444.2592085
"111",1984-04-20,"USGS","02028500",332,"A",411.426647
"112",1984-04-21,"USGS","02028500",304,"A",388.8956004
"113",1984-04-22,"USGS","02028500",396,"A",448.85863
"114",1984-04-23,"USGS","02028500",640,"A",1564.7127769
"115",1984-04-24,"USGS","02028500",490,"A",899.5875094
"116",1984-04-25,"USGS","02028500",442,"A",644.0517407
"117",1984-04-26,"USGS","02028500",397,"A",514.5942017
"118",1984-04-27,"USGS","02028500",360,"A",443.9522875
"119",1984-04-28,"USGS","02028500",352,"A",401.7373063
"120",1984-04-29,"USGS","02028500",480,"A",443.3020096
"121",1984-04-30,"USGS","02028500",416,"A",418.0014075
"122",1984-05-01,"USGS","02028500",372,"A",377.3975812
"123",1984-05-02,"USGS","02028500",341,"A",350.8698357
"124",1984-05-03,"USGS","02028500",468,"A",331.9224299
"125",1984-05-04,"USGS","02028500",776,"A",1147.4522984
"126",1984-05-05,"USGS","02028500",643,"A",862.3904342
"127",1984-05-06,"USGS","02028500",709,"A",593.8442095
"128",1984-05-07,"USGS","02028500",708,"A",630.1519701
"129",1984-05-08,"USGS","02028500",661,"A",996.6962852
"130",1984-05-09,"USGS","02028500",582,"A",691.8006042
"131",1984-05-10,"USGS","02028500",477,"A",544.0033989
"132",1984-05-11,"USGS","02028500",428,"A",443.0523912
"133",1984-05-12,"USGS","02028500",388,"A",390.1654977
"134",1984-05-13,"USGS","02028500",346,"A",358.5531605
"135",1984-05-14,"USGS","02028500",318,"A",335.0280589
"136",1984-05-15,"USGS","02028500",288,"A",316.6821001
"137",1984-05-16,"USGS","02028500",263,"A",301.1853017
"138",1984-05-17,"USGS","02028500",242,"A",287.368885
"139",1984-05-18,"USGS","02028500",229,"A",274.4117508
"140",1984-05-19,"USGS","02028500",211,"A",261.8368882
"141",1984-05-20,"USGS","02028500",192,"A",249.3264952
"142",1984-05-21,"USGS","02028500",178,"A",236.9687433
"143",1984-05-22,"USGS","02028500",166,"A",224.81248187
"144",1984-05-23,"USGS","02028500",194,"A",213.17923738
"145",1984-05-24,"USGS","02028500",173,"A",234.25612447
"146",1984-05-25,"USGS","02028500",148,"A",216.06042673
"147",1984-05-26,"USGS","02028500",140,"A",202.58707523
"148",1984-05-27,"USGS","02028500",185,"A",233.73201551
"149",1984-05-28,"USGS","02028500",224,"A",259.41214385
"150",1984-05-29,"USGS","02028500",263,"A",317.3364976
"151",1984-05-30,"USGS","02028500",204,"A",295.2529279
"152",1984-05-31,"USGS","02028500",178,"A",269.9422523
"153",1984-06-01,"USGS","02028500",164,"A",252.8924019
"154",1984-06-02,"USGS","02028500",154,"A",239.28140159
"155",1984-06-03,"USGS","02028500",138,"A",226.52204226
"156",1984-06-04,"USGS","02028500",128,"A",214.46398446
"157",1984-06-05,"USGS","02028500",120,"A",203.2028332
"158",1984-06-06,"USGS","02028500",112,"A",192.08080054
"159",1984-06-07,"USGS","02028500",105,"A",180.95239069
"160",1984-06-08,"USGS","02028500",98,"A",170.22967197
"161",1984-06-09,"USGS","02028500",94,"A",159.94966269
"162",1984-06-10,"USGS","02028500",89,"A",149.07978011
"163",1984-06-11,"USGS","02028500",84,"A",138.4487848
"164",1984-06-12,"USGS","02028500",78,"A",128.15947677
"165",1984-06-13,"USGS","02028500",78,"A",117.87918996
"166",1984-06-14,"USGS","02028500",82,"A",114.53977061
"167",1984-06-15,"USGS","02028500",74,"A",105.90018082
"168",1984-06-16,"USGS","02028500",72,"A",96.58704163
"169",1984-06-17,"USGS","02028500",75,"A",88.49583292
"170",1984-06-18,"USGS","02028500",74,"A",88.40567493
"171",1984-06-19,"USGS","02028500",68,"A",80.30978347
"172",1984-06-20,"USGS","02028500",63,"A",71.66913057
"173",1984-06-21,"USGS","02028500",62,"A",65.36622337
"174",1984-06-22,"USGS","02028500",62,"A",58.75313783
"175",1984-06-23,"USGS","02028500",60,"A",51.8941343
"176",1984-06-24,"USGS","02028500",80,"A",49.02585481
"177",1984-06-25,"USGS","02028500",75,"A",86.05050672
"178",1984-06-26,"USGS","02028500",62,"A",76.50694896
"179",1984-06-27,"USGS","02028500",57,"A",62.5586307
"180",1984-06-28,"USGS","02028500",53,"A",52.65592384
"181",1984-06-29,"USGS","02028500",53,"A",48.7071222
"182",1984-06-30,"USGS","02028500",94,"A",56.2221632
"183",1984-07-01,"USGS","02028500",202,"A",134.19086933
"184",1984-07-02,"USGS","02028500",64,"A",99.60087156
"185",1984-07-03,"USGS","02028500",58,"A",90.06500149
"186",1984-07-04,"USGS","02028500",56,"A",78.41456627
"187",1984-07-05,"USGS","02028500",59,"A",70.99807813
"188",1984-07-06,"USGS","02028500",62,"A",74.06880997
"189",1984-07-07,"USGS","02028500",63,"A",153.11744549
"190",1984-07-08,"USGS","02028500",52,"A",127.21115017
"191",1984-07-09,"USGS","02028500",48,"A",105.03554298
"192",1984-07-10,"USGS","02028500",59,"A",91.7713809
"193",1984-07-11,"USGS","02028500",66,"A",89.51740408
"194",1984-07-12,"USGS","02028500",52,"A",102.79555774
"195",1984-07-13,"USGS","02028500",48,"A",89.81502866
"196",1984-07-14,"USGS","02028500",44,"A",82.78439068
"197",1984-07-15,"USGS","02028500",42,"A",75.64411209
"198",1984-07-16,"USGS","02028500",41,"A",69.40874219
"199",1984-07-17,"USGS","02028500",41,"A",63.98212239
"200",1984-07-18,"USGS","02028500",65,"A",127.56933307
"201",1984-07-19,"USGS","02028500",48,"A",117.92525387
"202",1984-07-20,"USGS","02028500",40,"A",107.48321963
"203",1984-07-21,"USGS","02028500",434,"A",343.64337307
"204",1984-07-22,"USGS","02028500",157,"A",277.29523273
"205",1984-07-23,"USGS","02028500",168,"A",325.2528884
"206",1984-07-24,"USGS","02028500",128,"A",276.3107301
"207",1984-07-25,"USGS","02028500",100,"A",239.82597728
"208",1984-07-26,"USGS","02028500",89,"A",221.03866103
"209",1984-07-27,"USGS","02028500",118,"A",297.5198796
"210",1984-07-28,"USGS","02028500",89,"A",250.15785292
"211",1984-07-29,"USGS","02028500",82,"A",225.87533761
"212",1984-07-30,"USGS","02028500",71,"A",209.83092689
"213",1984-07-31,"USGS","02028500",69,"A",196.59990931
"214",1984-08-01,"USGS","02028500",64,"A",187.74932194
"215",1984-08-02,"USGS","02028500",66,"A",189.39780949
"216",1984-08-03,"USGS","02028500",62,"A",174.08293675
"217",1984-08-04,"USGS","02028500",58,"A",168.49332474
"218",1984-08-05,"USGS","02028500",89,"A",220.15871816
"219",1984-08-06,"USGS","02028500",71,"A",184.82305335
"220",1984-08-07,"USGS","02028500",62,"A",170.99503136
"221",1984-08-08,"USGS","02028500",53,"A",161.7207513
"222",1984-08-09,"USGS","02028500",57,"A",177.29897543
"223",1984-08-10,"USGS","02028500",129,"A",191.15887355
"224",1984-08-11,"USGS","02028500",395,"A",498.5183164
"225",1984-08-12,"USGS","02028500",2280,"A",789.3943385
"226",1984-08-13,"USGS","02028500",980,"A",1060.0174539
"227",1984-08-14,"USGS","02028500",1030,"A",1979.6938252
"228",1984-08-15,"USGS","02028500",643,"A",1362.4272842
"229",1984-08-16,"USGS","02028500",442,"A",932.1570777
"230",1984-08-17,"USGS","02028500",335,"A",682.7032582
"231",1984-08-18,"USGS","02028500",279,"A",558.7802182
"232",1984-08-19,"USGS","02028500",234,"A",505.8802243
"233",1984-08-20,"USGS","02028500",192,"A",516.2620718
"234",1984-08-21,"USGS","02028500",164,"A",461.9000187
"235",1984-08-22,"USGS","02028500",142,"A",427.8225174
"236",1984-08-23,"USGS","02028500",134,"A",402.8005999
"237",1984-08-24,"USGS","02028500",120,"A",383.2775116
"238",1984-08-25,"USGS","02028500",105,"A",365.1453439
"239",1984-08-26,"USGS","02028500",97,"A",348.3548939
"240",1984-08-27,"USGS","02028500",92,"A",332.4787923
"241",1984-08-28,"USGS","02028500",89,"A",317.3053368
"242",1984-08-29,"USGS","02028500",94,"A",313.2456426
"243",1984-08-30,"USGS","02028500",86,"A",324.6999607
"244",1984-08-31,"USGS","02028500",97,"A",352.6683319
"245",1984-09-01,"USGS","02028500",74,"A",389.7338762
"246",1984-09-02,"USGS","02028500",68,"A",330.5219402
"247",1984-09-03,"USGS","02028500",82,"A",295.2612907
"248",1984-09-04,"USGS","02028500",82,"A",322.0868415
"249",1984-09-05,"USGS","02028500",68,"A",289.5592204
"250",1984-09-06,"USGS","02028500",62,"A",268.9332152
"251",1984-09-07,"USGS","02028500",59,"A",252.8391294
"252",1984-09-08,"USGS","02028500",58,"A",239.9042807
"253",1984-09-09,"USGS","02028500",56,"A",228.31001661
"254",1984-09-10,"USGS","02028500",56,"A",217.37995721
"255",1984-09-11,"USGS","02028500",54,"A",206.87225723
"256",1984-09-12,"USGS","02028500",52,"A",196.70320319
"257",1984-09-13,"USGS","02028500",51,"A",187.43259332
"258",1984-09-14,"USGS","02028500",56,"A",177.95827247
"259",1984-09-15,"USGS","02028500",57,"A",169.66551541
"260",1984-09-16,"USGS","02028500",48,"A",162.33768844
"261",1984-09-17,"USGS","02028500",46,"A",154.60665606
"262",1984-09-18,"USGS","02028500",43,"A",147.12856435
"263",1984-09-19,"USGS","02028500",43,"A",139.87193678
"264",1984-09-20,"USGS","02028500",43,"A",132.7112689
"265",1984-09-21,"USGS","02028500",43,"A",125.4616823
"266",1984-09-22,"USGS","02028500",41,"A",118.18020822
"267",1984-09-23,"USGS","02028500",41,"A",111.09286929
"268",1984-09-24,"USGS","02028500",39,"A",104.19591619
"269",1984-09-25,"USGS","02028500",39,"A",97.33320807
"270",1984-09-26,"USGS","02028500",39,"A",90.55662989
"271",1984-09-27,"USGS","02028500",38,"A",84.52110696
"272",1984-09-28,"USGS","02028500",49,"A",103.95488046
"273",1984-09-29,"USGS","02028500",48,"A",114.39519499
"274",1984-09-30,"USGS","02028500",51,"A",108.49922466
"275",1984-10-01,"USGS","02028500",182,"A",295.23482741
"276",1984-10-02,"USGS","02028500",82,"A",264.4537955
"277",1984-10-03,"USGS","02028500",62,"A",232.13689321
"278",1984-10-04,"USGS","02028500",54,"A",207.83787537
"279",1984-10-05,"USGS","02028500",51,"A",192.30510902
"280",1984-10-06,"USGS","02028500",49,"A",180.4448986
"281",1984-10-07,"USGS","02028500",48,"A",170.99720905
"282",1984-10-08,"USGS","02028500",46,"A",163.16925621
"283",1984-10-09,"USGS","02028500",46,"A",155.36921405
"284",1984-10-10,"USGS","02028500",46,"A",147.76993657
"285",1984-10-11,"USGS","02028500",46,"A",140.43566323
"286",1984-10-12,"USGS","02028500",43,"A",133.44240237
"287",1984-10-13,"USGS","02028500",43,"A",126.77703047
"288",1984-10-14,"USGS","02028500",43,"A",120.40075587
"289",1984-10-15,"USGS","02028500",43,"A",114.27936599
"290",1984-10-16,"USGS","02028500",51,"A",122.4188676
"291",1984-10-17,"USGS","02028500",49,"A",115.42845679
"292",1984-10-18,"USGS","02028500",48,"A",110.22189998
"293",1984-10-19,"USGS","02028500",46,"A",104.59769774
"294",1984-10-20,"USGS","02028500",46,"A",98.84152222
"295",1984-10-21,"USGS","02028500",45,"A",93.05974125
"296",1984-10-22,"USGS","02028500",45,"A",87.3806963
"297",1984-10-23,"USGS","02028500",59,"A",113.29358123
"298",1984-10-24,"USGS","02028500",76,"A",315.52147116
"299",1984-10-25,"USGS","02028500",60,"A",256.27906613
"300",1984-10-26,"USGS","02028500",56,"A",190.209311
"301",1984-10-27,"USGS","02028500",52,"A",158.40440894
"302",1984-10-28,"USGS","02028500",50,"A",138.72569227
"303",1984-10-29,"USGS","02028500",53,"A",131.27024745
"304",1984-10-30,"USGS","02028500",50,"A",123.70932339
"305",1984-10-31,"USGS","02028500",48,"A",115.67923688
"306",1984-11-01,"USGS","02028500",46,"A",109.20756339
"307",1984-11-02,"USGS","02028500",48,"A",103.54991676
"308",1984-11-03,"USGS","02028500",45,"A",98.50093363
"309",1984-11-04,"USGS","02028500",48,"A",94.00070453
"310",1984-11-05,"USGS","02028500",74,"A",195.3471005
"311",1984-11-06,"USGS","02028500",59,"A",164.49152328
"312",1984-11-07,"USGS","02028500",53,"A",134.92789888
"313",1984-11-08,"USGS","02028500",51,"A",116.48949813
"314",1984-11-09,"USGS","02028500",50,"A",105.41012239
"315",1984-11-10,"USGS","02028500",50,"A",97.96958756
"316",1984-11-11,"USGS","02028500",51,"A",144.99992897
"317",1984-11-12,"USGS","02028500",50,"A",141.42379428
"318",1984-11-13,"USGS","02028500",48,"A",123.34293366
"319",1984-11-14,"USGS","02028500",45,"A",111.63766384
"320",1984-11-15,"USGS","02028500",45,"A",103.68567086
"321",1984-11-16,"USGS","02028500",45,"A",97.66144109
"322",1984-11-17,"USGS","02028500",45,"A",92.7292168
"323",1984-11-18,"USGS","02028500",46,"A",88.92395521
"324",1984-11-19,"USGS","02028500",84,"A",261.93395518
"325",1984-11-20,"USGS","02028500",69,"A",231.32273108
"326",1984-11-21,"USGS","02028500",59,"A",187.26833962
"327",1984-11-22,"USGS","02028500",56,"A",163.25177483
"328",1984-11-23,"USGS","02028500",53,"A",148.74786663
"329",1984-11-24,"USGS","02028500",54,"A",138.78851938
"330",1984-11-25,"USGS","02028500",53,"A",131.68559647
"331",1984-11-26,"USGS","02028500",52,"A",125.99817036
"332",1984-11-27,"USGS","02028500",51,"A",120.84245203
"333",1984-11-28,"USGS","02028500",180,"A",129.28204155
"334",1984-11-29,"USGS","02028500",274,"A",1466.91606742
"335",1984-11-30,"USGS","02028500",164,"A",861.4209861
"336",1984-12-01,"USGS","02028500",132,"A",507.154026
"337",1984-12-02,"USGS","02028500",108,"A",335.3425426
"338",1984-12-03,"USGS","02028500",97,"A",247.25368883
"339",1984-12-04,"USGS","02028500",82,"A",200.50015592
"340",1984-12-05,"USGS","02028500",81,"A",176.21122169
"341",1984-12-06,"USGS","02028500",112,"A",233.66552256
"342",1984-12-07,"USGS","02028500",92,"A",251.1973399
"343",1984-12-08,"USGS","02028500",84,"A",212.12907314
"344",1984-12-09,"USGS","02028500",79,"A",205.68996046
"345",1984-12-10,"USGS","02028500",78,"A",217.72419263
"346",1984-12-11,"USGS","02028500",78,"A",236.58017722
"347",1984-12-12,"USGS","02028500",75,"A",236.69772245
"348",1984-12-13,"USGS","02028500",74,"A",229.84043217
"349",1984-12-14,"USGS","02028500",71,"A",220.50044727
"350",1984-12-15,"USGS","02028500",70,"A",211.15003204
"351",1984-12-16,"USGS","02028500",69,"A",202.84724999
"352",1984-12-17,"USGS","02028500",68,"A",195.04332637
"353",1984-12-18,"USGS","02028500",68,"A",187.25495241
"354",1984-12-19,"USGS","02028500",66,"A",179.92329933
"355",1984-12-20,"USGS","02028500",65,"A",172.56451513
"356",1984-12-21,"USGS","02028500",79,"A",208.00774241
"357",1984-12-22,"USGS","02028500",84,"A",248.82314578
"358",1984-12-23,"USGS","02028500",74,"A",224.31034851
"359",1984-12-24,"USGS","02028500",70,"A",205.94797609
"360",1984-12-25,"USGS","02028500",69,"A",193.51581001
"361",1984-12-26,"USGS","02028500",66,"A",183.42354585
"362",1984-12-27,"USGS","02028500",66,"A",175.16951276
"363",1984-12-28,"USGS","02028500",66,"A",168.28718852
"364",1984-12-29,"USGS","02028500",66,"A",161.45669986
"365",1984-12-30,"USGS","02028500",68,"A",154.58413744
"366",1984-12-31,"USGS","02028500",82,"A",201.32908823
"367",1985-01-01,"USGS","02028500",78,"A",195.1644025
"368",1985-01-02,"USGS","02028500",81,"A",195.3570156
"369",1985-01-03,"USGS","02028500",154,"A",237.30713468
"370",1985-01-04,"USGS","02028500",250,"A",328.9767568
"371",1985-01-05,"USGS","02028500",216,"A",421.9551077
"372",1985-01-06,"USGS","02028500",178,"A",392.7593231
"373",1985-01-07,"USGS","02028500",164,"A",355.0859786
"374",1985-01-08,"USGS","02028500",148,"A",327.9245757
"375",1985-01-09,"USGS","02028500",132,"A",307.353571
"376",1985-01-10,"USGS","02028500",118,"A",290.020769
"377",1985-01-11,"USGS","02028500",114,"A",276.8151597
"378",1985-01-12,"USGS","02028500",100,"A",265.0601281
"379",1985-01-13,"USGS","02028500",95,"A",254.5477332
"380",1985-01-14,"USGS","02028500",95,"A",244.6713362
"381",1985-01-15,"USGS","02028500",86,"A",235.32294753
"382",1985-01-16,"USGS","02028500",82,"A",226.3965273
"383",1985-01-17,"USGS","02028500",84,"A",219.71231462
"384",1985-01-18,"USGS","02028500",84,"A",209.72918892
"385",1985-01-19,"USGS","02028500",81,"A",205.08525562
"386",1985-01-20,"USGS","02028500",68,"A",201.94338131
"387",1985-01-21,"USGS","02028500",68,"A",193.31173947
"388",1985-01-22,"USGS","02028500",69,"A",185.57778357
"389",1985-01-23,"USGS","02028500",70,"A",178.20302679
"390",1985-01-24,"USGS","02028500",69,"A",171.37235356
"391",1985-01-25,"USGS","02028500",67,"A",174.90836954
"392",1985-01-26,"USGS","02028500",66,"A",180.67238333
"393",1985-01-27,"USGS","02028500",64,"A",172.26642274
"394",1985-01-28,"USGS","02028500",62,"A",164.54582215
"395",1985-01-29,"USGS","02028500",60,"A",158.43468951
"396",1985-01-30,"USGS","02028500",59,"A",153.72316694
"397",1985-01-31,"USGS","02028500",66,"A",153.36577416
"398",1985-02-01,"USGS","02028500",199,"A",258.57302634
"399",1985-02-02,"USGS","02028500",352,"A",543.7573758
"400",1985-02-03,"USGS","02028500",242,"A",465.1635169
"401",1985-02-04,"USGS","02028500",182,"A",366.7487859
"402",1985-02-05,"USGS","02028500",160,"A",314.1459926
"403",1985-02-06,"USGS","02028500",152,"A",284.0222969
"404",1985-02-07,"USGS","02028500",138,"A",271.264228
"405",1985-02-08,"USGS","02028500",114,"A",263.9384747
"406",1985-02-09,"USGS","02028500",108,"A",250.0802814
"407",1985-02-10,"USGS","02028500",100,"A",239.26625444
"408",1985-02-11,"USGS","02028500",105,"A",250.48817553
"409",1985-02-12,"USGS","02028500",587,"A",438.7560587
"410",1985-02-13,"USGS","02028500",312,"A",571.5842436
"411",1985-02-14,"USGS","02028500",226,"A",481.6024914
"412",1985-02-15,"USGS","02028500",190,"A",428.3903637
"413",1985-02-16,"USGS","02028500",164,"A",406.5231371
"414",1985-02-17,"USGS","02028500",152,"A",345.3801039
"415",1985-02-18,"USGS","02028500",138,"A",391.5366338
"416",1985-02-19,"USGS","02028500",134,"A",433.9720325
"417",1985-02-20,"USGS","02028500",131,"A",491.1137142
"418",1985-02-21,"USGS","02028500",123,"A",562.7718923
"419",1985-02-22,"USGS","02028500",123,"A",666.834274
"420",1985-02-23,"USGS","02028500",130,"A",719.7927304
"421",1985-02-24,"USGS","02028500",144,"A",597.4734056
"422",1985-02-25,"USGS","02028500",154,"A",462.8695067
"423",1985-02-26,"USGS","02028500",192,"A",470.9334086
"424",1985-02-27,"USGS","02028500",182,"A",414.0422877
"425",1985-02-28,"USGS","02028500",172,"A",369.9837283
"426",1985-03-01,"USGS","02028500",164,"A",343.9273702
"427",1985-03-02,"USGS","02028500",152,"A",324.7417384
"428",1985-03-03,"USGS","02028500",140,"A",309.0574627
"429",1985-03-04,"USGS","02028500",133,"A",295.5177201
"430",1985-03-05,"USGS","02028500",128,"A",283.3203545
"431",1985-03-06,"USGS","02028500",120,"A",271.6562826
"432",1985-03-07,"USGS","02028500",112,"A",260.7059221
"433",1985-03-08,"USGS","02028500",112,"A",250.1298799
"434",1985-03-09,"USGS","02028500",109,"A",240.17273797
"435",1985-03-10,"USGS","02028500",102,"A",230.25638484
"436",1985-03-11,"USGS","02028500",99,"A",220.83853814
"437",1985-03-12,"USGS","02028500",99,"A",212.29384898
"438",1985-03-13,"USGS","02028500",93,"A",203.36769773
"439",1985-03-14,"USGS","02028500",93,"A",194.85045909
"440",1985-03-15,"USGS","02028500",88,"A",186.63431738
"441",1985-03-16,"USGS","02028500",83,"A",178.8478341
"442",1985-03-17,"USGS","02028500",83,"A",171.52036859
"443",1985-03-18,"USGS","02028500",80,"A",164.96514367
"444",1985-03-19,"USGS","02028500",77,"A",158.1794777
"445",1985-03-20,"USGS","02028500",75,"A",151.49754714
"446",1985-03-21,"USGS","02028500",75,"A",144.80519581
"447",1985-03-22,"USGS","02028500",83,"A",139.20638083
"448",1985-03-23,"USGS","02028500",168,"A",225.23474668
"449",1985-03-24,"USGS","02028500",140,"A",286.9607515
"450",1985-03-25,"USGS","02028500",131,"A",290.3459948
"451",1985-03-26,"USGS","02028500",123,"A",316.9068547
"452",1985-03-27,"USGS","02028500",120,"A",273.6841029
"453",1985-03-28,"USGS","02028500",117,"A",245.64788054
"454",1985-03-29,"USGS","02028500",130,"A",227.07760238
"455",1985-03-30,"USGS","02028500",134,"A",215.38632397
"456",1985-03-31,"USGS","02028500",123,"A",227.61223224
"457",1985-04-01,"USGS","02028500",128,"A",228.37317567
"458",1985-04-02,"USGS","02028500",120,"A",221.37498568
"459",1985-04-03,"USGS","02028500",118,"A",204.786602
"460",1985-04-04,"USGS","02028500",115,"A",192.64748956
"461",1985-04-05,"USGS","02028500",110,"A",182.33161877
"462",1985-04-06,"USGS","02028500",107,"A",173.42742682
"463",1985-04-07,"USGS","02028500",102,"A",166.10935259
"464",1985-04-08,"USGS","02028500",96,"A",158.94570398
