"","Date","agency_cd","site_no","Flow","Flow_cd","mod.flow"
"34",1984-02-03,"USGS","01671100",118,"A",106.99782945
"35",1984-02-04,"USGS","01671100",118,"A",122.54163454
"36",1984-02-05,"USGS","01671100",140,"A",140.27570819
"37",1984-02-06,"USGS","01671100",196,"A",141.09490586
"38",1984-02-07,"USGS","01671100",199,"A",130.35256575
"39",1984-02-08,"USGS","01671100",160,"A",118.62343836
"40",1984-02-09,"USGS","01671100",136,"A",110.09186267
"41",1984-02-10,"USGS","01671100",129,"A",103.53973199
"42",1984-02-11,"USGS","01671100",127,"A",104.81266882
"43",1984-02-12,"USGS","01671100",125,"A",108.39799548
"44",1984-02-13,"USGS","01671100",122,"A",102.34317733
"45",1984-02-14,"USGS","01671100",349,"A",663.2409144
"46",1984-02-15,"USGS","01671100",1310,"A",1679.8415566
"47",1984-02-16,"USGS","01671100",1260,"A",1015.9886303
"48",1984-02-17,"USGS","01671100",408,"A",427.1315124
"49",1984-02-18,"USGS","01671100",253,"A",233.12084004
"50",1984-02-19,"USGS","01671100",195,"A",167.23737478
"51",1984-02-20,"USGS","01671100",143,"A",140.57487393
"52",1984-02-21,"USGS","01671100",114,"A",125.58978128
"53",1984-02-22,"USGS","01671100",110,"A",116.79121923
"54",1984-02-23,"USGS","01671100",117,"A",123.48803901
"55",1984-02-24,"USGS","01671100",378,"A",826.12673032
"56",1984-02-25,"USGS","01671100",477,"A",555.1764642
"57",1984-02-26,"USGS","01671100",280,"A",294.23691836
"58",1984-02-27,"USGS","01671100",173,"A",187.71945047
"59",1984-02-28,"USGS","01671100",158,"A",197.04700993
"60",1984-02-29,"USGS","01671100",163,"A",209.92491339
"61",1984-03-01,"USGS","01671100",148,"A",174.64508103
"62",1984-03-02,"USGS","01671100",126,"A",152.06670524
"63",1984-03-03,"USGS","01671100",113,"A",137.79272367
"64",1984-03-04,"USGS","01671100",105,"A",129.02819634
"65",1984-03-05,"USGS","01671100",100,"A",127.37909268
"66",1984-03-06,"USGS","01671100",144,"A",277.48513359
"67",1984-03-07,"USGS","01671100",192,"A",299.4105728
"68",1984-03-08,"USGS","01671100",175,"A",217.30818175
"69",1984-03-09,"USGS","01671100",155,"A",182.24454071
"70",1984-03-10,"USGS","01671100",133,"A",166.77362107
"71",1984-03-11,"USGS","01671100",121,"A",154.14572762
"72",1984-03-12,"USGS","01671100",111,"A",145.01655817
"73",1984-03-13,"USGS","01671100",159,"A",267.60809237
"74",1984-03-14,"USGS","01671100",419,"A",1040.9701975
"75",1984-03-15,"USGS","01671100",370,"A",800.9034002
"76",1984-03-16,"USGS","01671100",253,"A",408.5263024
"77",1984-03-17,"USGS","01671100",185,"A",265.16897978
"78",1984-03-18,"USGS","01671100",150,"A",204.91067074
"79",1984-03-19,"USGS","01671100",130,"A",181.40863419
"80",1984-03-20,"USGS","01671100",122,"A",169.39409021
"81",1984-03-21,"USGS","01671100",122,"A",307.12909509
"82",1984-03-22,"USGS","01671100",134,"A",304.3179066
"83",1984-03-23,"USGS","01671100",134,"A",221.4661503
"84",1984-03-24,"USGS","01671100",121,"A",181.49497987
"85",1984-03-25,"USGS","01671100",220,"A",331.7704031
"86",1984-03-26,"USGS","01671100",892,"A",2426.8319911
"87",1984-03-27,"USGS","01671100",1400,"A",1415.2832679
"88",1984-03-28,"USGS","01671100",858,"A",1205.2867281
"89",1984-03-29,"USGS","01671100",2400,"A",8846.440261
"90",1984-03-30,"USGS","01671100",2750,"A",1970.4755105
"91",1984-03-31,"USGS","01671100",1000,"A",828.9157941
"92",1984-04-01,"USGS","01671100",439,"A",499.184761
"93",1984-04-02,"USGS","01671100",282,"A",385.9769592
"94",1984-04-03,"USGS","01671100",208,"A",331.8728886
"95",1984-04-04,"USGS","01671100",249,"A",318.3745583
"96",1984-04-05,"USGS","01671100",640,"A",1898.2178786
"97",1984-04-06,"USGS","01671100",655,"A",1260.3306254
"98",1984-04-07,"USGS","01671100",350,"A",529.2898536
"99",1984-04-08,"USGS","01671100",233,"A",367.6757317
"100",1984-04-09,"USGS","01671100",182,"A",309.6562433
"101",1984-04-10,"USGS","01671100",159,"A",280.8898027
"102",1984-04-11,"USGS","01671100",145,"A",262.6462803
"103",1984-04-12,"USGS","01671100",134,"A",248.1976289
"104",1984-04-13,"USGS","01671100",130,"A",236.0118666
"105",1984-04-14,"USGS","01671100",224,"A",303.10382742
"106",1984-04-15,"USGS","01671100",675,"A",1725.2841147
"107",1984-04-16,"USGS","01671100",880,"A",1234.9250984
"108",1984-04-17,"USGS","01671100",751,"A",864.6486417
"109",1984-04-18,"USGS","01671100",530,"A",517.110697
"110",1984-04-19,"USGS","01671100",282,"A",372.8659572
"111",1984-04-20,"USGS","01671100",214,"A",308.5454521
"112",1984-04-21,"USGS","01671100",179,"A",275.5412558
"113",1984-04-22,"USGS","01671100",188,"A",289.6612157
"114",1984-04-23,"USGS","01671100",635,"A",2999.8954396
"115",1984-04-24,"USGS","01671100",924,"A",1360.7218208
"116",1984-04-25,"USGS","01671100",515,"A",687.1430758
"117",1984-04-26,"USGS","01671100",272,"A",431.5404557
"118",1984-04-27,"USGS","01671100",208,"A",337.5351057
"119",1984-04-28,"USGS","01671100",174,"A",290.7897996
"120",1984-04-29,"USGS","01671100",154,"A",266.5583049
"121",1984-04-30,"USGS","01671100",143,"A",247.5463571
"122",1984-05-01,"USGS","01671100",134,"A",233.16070461
"123",1984-05-02,"USGS","01671100",121,"A",220.02385425
"124",1984-05-03,"USGS","01671100",115,"A",208.60367299
"125",1984-05-04,"USGS","01671100",117,"A",309.85252285
"126",1984-05-05,"USGS","01671100",166,"A",341.6771726
"127",1984-05-06,"USGS","01671100",191,"A",260.5119428
"128",1984-05-07,"USGS","01671100",256,"A",352.63240543
"129",1984-05-08,"USGS","01671100",259,"A",400.7336008
"130",1984-05-09,"USGS","01671100",202,"A",473.7318966
"131",1984-05-10,"USGS","01671100",159,"A",487.4117249
"132",1984-05-11,"USGS","01671100",128,"A",299.8512049
"133",1984-05-12,"USGS","01671100",109,"A",208.35429383
"134",1984-05-13,"USGS","01671100",96,"A",175.14727688
"135",1984-05-14,"USGS","01671100",90,"A",158.86877486
"136",1984-05-15,"USGS","01671100",81,"A",147.66721342
"137",1984-05-16,"USGS","01671100",73,"A",139.28901053
"138",1984-05-17,"USGS","01671100",64,"A",132.2058344
"139",1984-05-18,"USGS","01671100",59,"A",125.65863228
"140",1984-05-19,"USGS","01671100",59,"A",119.28350924
"141",1984-05-20,"USGS","01671100",57,"A",112.95467569
"142",1984-05-21,"USGS","01671100",54,"A",106.78550149
"143",1984-05-22,"USGS","01671100",51,"A",100.97029494
"144",1984-05-23,"USGS","01671100",50,"A",95.69799114
"145",1984-05-24,"USGS","01671100",71,"A",121.49546884
"146",1984-05-25,"USGS","01671100",75,"A",117.62396098
"147",1984-05-26,"USGS","01671100",75,"A",100.84981636
"148",1984-05-27,"USGS","01671100",138,"A",177.42987011
"149",1984-05-28,"USGS","01671100",105,"A",162.0084281
"150",1984-05-29,"USGS","01671100",105,"A",171.01036119
"151",1984-05-30,"USGS","01671100",249,"A",1195.0247077
"152",1984-05-31,"USGS","01671100",275,"A",948.7844372
"153",1984-06-01,"USGS","01671100",211,"A",510.6269111
"154",1984-06-02,"USGS","01671100",141,"A",322.4942475
"155",1984-06-03,"USGS","01671100",98,"A",235.15245622
"156",1984-06-04,"USGS","01671100",75,"A",193.65887645
"157",1984-06-05,"USGS","01671100",59,"A",175.28508186
"158",1984-06-06,"USGS","01671100",54,"A",161.42457866
"159",1984-06-07,"USGS","01671100",50,"A",149.38977621
"160",1984-06-08,"USGS","01671100",46,"A",138.88901567
"161",1984-06-09,"USGS","01671100",42,"A",129.39667797
"162",1984-06-10,"USGS","01671100",39,"A",120.66171932
"163",1984-06-11,"USGS","01671100",34,"A",112.40367363
"164",1984-06-12,"USGS","01671100",31,"A",104.62858534
"165",1984-06-13,"USGS","01671100",27,"A",97.23380136
"166",1984-06-14,"USGS","01671100",25,"A",90.16701367
"167",1984-06-15,"USGS","01671100",23,"A",83.69169832
"168",1984-06-16,"USGS","01671100",22,"A",78.06394028
"169",1984-06-17,"USGS","01671100",22,"A",72.58074355
"170",1984-06-18,"USGS","01671100",22,"A",68.3458147
"171",1984-06-19,"USGS","01671100",22,"A",63.54050328
"172",1984-06-20,"USGS","01671100",21,"A",57.77127363
"173",1984-06-21,"USGS","01671100",20,"A",52.87505412
"174",1984-06-22,"USGS","01671100",20,"A",48.43132995
"175",1984-06-23,"USGS","01671100",19,"A",44.27396727
"176",1984-06-24,"USGS","01671100",19,"A",41.69299636
"177",1984-06-25,"USGS","01671100",20,"A",40.01716576
"178",1984-06-26,"USGS","01671100",19,"A",38.41441381
"179",1984-06-27,"USGS","01671100",19,"A",35.89332116
"180",1984-06-28,"USGS","01671100",19,"A",33.07007216
"181",1984-06-29,"USGS","01671100",20,"A",43.93555806
"182",1984-06-30,"USGS","01671100",21,"A",61.45511674
"183",1984-07-01,"USGS","01671100",33,"A",97.79996992
"184",1984-07-02,"USGS","01671100",62,"A",102.53034735
"185",1984-07-03,"USGS","01671100",88,"A",84.48371937
"186",1984-07-04,"USGS","01671100",56,"A",62.56312416
"187",1984-07-05,"USGS","01671100",40,"A",49.79297886
"188",1984-07-06,"USGS","01671100",32,"A",48.31570208
"189",1984-07-07,"USGS","01671100",28,"A",155.11656666
"190",1984-07-08,"USGS","01671100",25,"A",141.55923699
"191",1984-07-09,"USGS","01671100",23,"A",89.81900168
"192",1984-07-10,"USGS","01671100",21,"A",58.07398485
"193",1984-07-11,"USGS","01671100",22,"A",43.55514469
"194",1984-07-12,"USGS","01671100",22,"A",40.6824528
"195",1984-07-13,"USGS","01671100",21,"A",36.57549622
"196",1984-07-14,"USGS","01671100",21,"A",32.9517176
"197",1984-07-15,"USGS","01671100",21,"A",29.64409065
"198",1984-07-16,"USGS","01671100",20,"A",26.56463587
"199",1984-07-17,"USGS","01671100",23,"A",24.488083891
"200",1984-07-18,"USGS","01671100",185,"A",42.37111829
"201",1984-07-19,"USGS","01671100",202,"A",54.68622685
"202",1984-07-20,"USGS","01671100",156,"A",45.70864928
"203",1984-07-21,"USGS","01671100",169,"A",343.86716084
"204",1984-07-22,"USGS","01671100",154,"A",565.374298
"205",1984-07-23,"USGS","01671100",119,"A",581.4659864
"206",1984-07-24,"USGS","01671100",100,"A",298.95238785
"207",1984-07-25,"USGS","01671100",77,"A",159.72875595
"208",1984-07-26,"USGS","01671100",61,"A",114.45815564
"209",1984-07-27,"USGS","01671100",68,"A",207.86926269
"210",1984-07-28,"USGS","01671100",59,"A",178.97328616
"211",1984-07-29,"USGS","01671100",54,"A",124.96563386
"212",1984-07-30,"USGS","01671100",51,"A",90.93807577
"213",1984-07-31,"USGS","01671100",47,"A",72.62493253
"214",1984-08-01,"USGS","01671100",44,"A",62.80012608
"215",1984-08-02,"USGS","01671100",40,"A",57.17798592
"216",1984-08-03,"USGS","01671100",37,"A",53.71504356
"217",1984-08-04,"USGS","01671100",54,"A",61.04900621
"218",1984-08-05,"USGS","01671100",179,"A",218.55983353
"219",1984-08-06,"USGS","01671100",121,"A",166.0626626
"220",1984-08-07,"USGS","01671100",75,"A",110.95410899
"221",1984-08-08,"USGS","01671100",54,"A",77.74407054
"222",1984-08-09,"USGS","01671100",50,"A",60.73710609
"223",1984-08-10,"USGS","01671100",182,"A",56.87031125
"224",1984-08-11,"USGS","01671100",240,"A",246.91824458
"225",1984-08-12,"USGS","01671100",240,"A",243.26235784
"226",1984-08-13,"USGS","01671100",322,"A",152.07699348
"227",1984-08-14,"USGS","01671100",199,"A",119.69209955
"228",1984-08-15,"USGS","01671100",322,"A",164.5895114
"229",1984-08-16,"USGS","01671100",166,"A",164.74657345
"230",1984-08-17,"USGS","01671100",134,"A",117.21916916
"231",1984-08-18,"USGS","01671100",107,"A",84.55201198
"232",1984-08-19,"USGS","01671100",84,"A",68.15838787
"233",1984-08-20,"USGS","01671100",62,"A",89.30453467
"234",1984-08-21,"USGS","01671100",50,"A",78.20495055
"235",1984-08-22,"USGS","01671100",41,"A",64.43762996
"236",1984-08-23,"USGS","01671100",37,"A",55.18767621
"237",1984-08-24,"USGS","01671100",34,"A",49.41890696
"238",1984-08-25,"USGS","01671100",30,"A",45.4612378
"239",1984-08-26,"USGS","01671100",28,"A",42.69182621
"240",1984-08-27,"USGS","01671100",26,"A",41.18065011
"241",1984-08-28,"USGS","01671100",24,"A",39.53417538
"242",1984-08-29,"USGS","01671100",24,"A",37.57547091
"243",1984-08-30,"USGS","01671100",24,"A",35.45848132
"244",1984-08-31,"USGS","01671100",23,"A",33.45497525
"245",1984-09-01,"USGS","01671100",22,"A",31.61064733
"246",1984-09-02,"USGS","01671100",21,"A",29.51456178
"247",1984-09-03,"USGS","01671100",20,"A",27.37581934
"248",1984-09-04,"USGS","01671100",20,"A",29.30507364
"249",1984-09-05,"USGS","01671100",20,"A",28.57209181
"250",1984-09-06,"USGS","01671100",18,"A",27.16906523
"251",1984-09-07,"USGS","01671100",17,"A",25.44926693
"252",1984-09-08,"USGS","01671100",16,"A",23.737105488
"253",1984-09-09,"USGS","01671100",15,"A",22.035691794
"254",1984-09-10,"USGS","01671100",14,"A",20.327326537
"255",1984-09-11,"USGS","01671100",14,"A",18.639125467
"256",1984-09-12,"USGS","01671100",14,"A",16.96095699
"257",1984-09-13,"USGS","01671100",13,"A",15.330022396
"258",1984-09-14,"USGS","01671100",13,"A",13.766521393
"259",1984-09-15,"USGS","01671100",14,"A",13.600784063
"260",1984-09-16,"USGS","01671100",14,"A",12.766480922
"261",1984-09-17,"USGS","01671100",17,"A",11.482728633
"262",1984-09-18,"USGS","01671100",17,"A",10.279095559
"263",1984-09-19,"USGS","01671100",17,"A",9.158323377
"264",1984-09-20,"USGS","01671100",17,"A",8.108537464
"265",1984-09-21,"USGS","01671100",15,"A",7.164757043
"266",1984-09-22,"USGS","01671100",14,"A",6.36144373
"267",1984-09-23,"USGS","01671100",14,"A",5.687347991
"268",1984-09-24,"USGS","01671100",13,"A",5.102337896
"269",1984-09-25,"USGS","01671100",12,"A",4.574340167
"270",1984-09-26,"USGS","01671100",12,"A",4.112057405
"271",1984-09-27,"USGS","01671100",11,"A",3.750796526
"272",1984-09-28,"USGS","01671100",12,"A",6.544489251
"273",1984-09-29,"USGS","01671100",14,"A",9.59807831
"274",1984-09-30,"USGS","01671100",14,"A",9.72835952
"275",1984-10-01,"USGS","01671100",61,"A",44.830052275
"276",1984-10-02,"USGS","01671100",96,"A",76.90053512
"277",1984-10-03,"USGS","01671100",99,"A",63.76390624
"278",1984-10-04,"USGS","01671100",83,"A",45.72857263
"279",1984-10-05,"USGS","01671100",58,"A",39.09491206
"280",1984-10-06,"USGS","01671100",42,"A",35.11344766
"281",1984-10-07,"USGS","01671100",34,"A",31.59421065
"282",1984-10-08,"USGS","01671100",28,"A",28.5350833
"283",1984-10-09,"USGS","01671100",24,"A",25.85401332
"284",1984-10-10,"USGS","01671100",22,"A",23.480600134
"285",1984-10-11,"USGS","01671100",20,"A",21.382336079
"286",1984-10-12,"USGS","01671100",20,"A",19.507254184
"287",1984-10-13,"USGS","01671100",20,"A",17.791351795
"288",1984-10-14,"USGS","01671100",20,"A",16.224493387
"289",1984-10-15,"USGS","01671100",18,"A",14.787607013
"290",1984-10-16,"USGS","01671100",18,"A",13.899307014
"291",1984-10-17,"USGS","01671100",18,"A",12.750987769
"292",1984-10-18,"USGS","01671100",18,"A",11.584960492
"293",1984-10-19,"USGS","01671100",18,"A",10.451158225
"294",1984-10-20,"USGS","01671100",19,"A",9.354800403
"295",1984-10-21,"USGS","01671100",20,"A",8.376776369
"296",1984-10-22,"USGS","01671100",20,"A",7.531536787
"297",1984-10-23,"USGS","01671100",36,"A",9.440785737
"298",1984-10-24,"USGS","01671100",87,"A",29.233747626
"299",1984-10-25,"USGS","01671100",136,"A",38.12990965
"300",1984-10-26,"USGS","01671100",120,"A",35.76665817
"301",1984-10-27,"USGS","01671100",79,"A",31.48871516
"302",1984-10-28,"USGS","01671100",58,"A",27.41189074
"303",1984-10-29,"USGS","01671100",49,"A",27.21315661
"304",1984-10-30,"USGS","01671100",41,"A",24.267603931
"305",1984-10-31,"USGS","01671100",37,"A",21.411555052
"306",1984-11-01,"USGS","01671100",34,"A",18.914338052
"307",1984-11-02,"USGS","01671100",32,"A",16.772966384
"308",1984-11-03,"USGS","01671100",31,"A",14.994531811
"309",1984-11-04,"USGS","01671100",30,"A",13.511923013
"310",1984-11-05,"USGS","01671100",98,"A",16.36322838
"311",1984-11-06,"USGS","01671100",88,"A",24.222656315
"312",1984-11-07,"USGS","01671100",87,"A",24.269612351
"313",1984-11-08,"USGS","01671100",89,"A",22.928201378
"314",1984-11-09,"USGS","01671100",65,"A",21.291335045
"315",1984-11-10,"USGS","01671100",52,"A",19.645556508
"316",1984-11-11,"USGS","01671100",48,"A",21.131692351
"317",1984-11-12,"USGS","01671100",49,"A",21.940341947
"318",1984-11-13,"USGS","01671100",47,"A",21.207286416
"319",1984-11-14,"USGS","01671100",44,"A",20.084443925
"320",1984-11-15,"USGS","01671100",41,"A",18.866788448
"321",1984-11-16,"USGS","01671100",39,"A",17.617307307
"322",1984-11-17,"USGS","01671100",37,"A",16.402644515
"323",1984-11-18,"USGS","01671100",35,"A",15.661080955
"324",1984-11-19,"USGS","01671100",53,"A",40.028760618
"325",1984-11-20,"USGS","01671100",77,"A",53.49039316
"326",1984-11-21,"USGS","01671100",77,"A",46.01373901
"327",1984-11-22,"USGS","01671100",74,"A",40.6695907
"328",1984-11-23,"USGS","01671100",63,"A",37.6368066
"329",1984-11-24,"USGS","01671100",56,"A",34.7904415
"330",1984-11-25,"USGS","01671100",51,"A",32.24232327
"331",1984-11-26,"USGS","01671100",47,"A",29.97519577
"332",1984-11-27,"USGS","01671100",45,"A",27.9387108
"333",1984-11-28,"USGS","01671100",56,"A",28.44414772
"334",1984-11-29,"USGS","01671100",328,"A",985.70262149
"335",1984-11-30,"USGS","01671100",411,"A",786.771923
"336",1984-12-01,"USGS","01671100",282,"A",272.43347029
"337",1984-12-02,"USGS","01671100",157,"A",142.54738237
"338",1984-12-03,"USGS","01671100",113,"A",98.77325821
"339",1984-12-04,"USGS","01671100",93,"A",75.90898801
"340",1984-12-05,"USGS","01671100",80,"A",65.99232152
"341",1984-12-06,"USGS","01671100",145,"A",226.97185676
"342",1984-12-07,"USGS","01671100",187,"A",327.4871892
"343",1984-12-08,"USGS","01671100",177,"A",198.50868464
"344",1984-12-09,"USGS","01671100",134,"A",138.72259618
"345",1984-12-10,"USGS","01671100",107,"A",107.35190392
"346",1984-12-11,"USGS","01671100",93,"A",91.96450137
"347",1984-12-12,"USGS","01671100",79,"A",82.88707997
"348",1984-12-13,"USGS","01671100",71,"A",77.06123543
"349",1984-12-14,"USGS","01671100",69,"A",72.96028781
"350",1984-12-15,"USGS","01671100",65,"A",69.57514144
"351",1984-12-16,"USGS","01671100",63,"A",66.54089378
"352",1984-12-17,"USGS","01671100",60,"A",63.79487442
"353",1984-12-18,"USGS","01671100",59,"A",60.7617507
"354",1984-12-19,"USGS","01671100",59,"A",58.1247525
"355",1984-12-20,"USGS","01671100",64,"A",55.37286425
"356",1984-12-21,"USGS","01671100",71,"A",55.2470367
"357",1984-12-22,"USGS","01671100",73,"A",68.19344971
"358",1984-12-23,"USGS","01671100",71,"A",68.1448462
"359",1984-12-24,"USGS","01671100",66,"A",59.65235351
"360",1984-12-25,"USGS","01671100",62,"A",53.34482121
"361",1984-12-26,"USGS","01671100",56,"A",49.20957901
"362",1984-12-27,"USGS","01671100",53,"A",46.27174951
"363",1984-12-28,"USGS","01671100",52,"A",43.78191009
"364",1984-12-29,"USGS","01671100",51,"A",42.12004878
"365",1984-12-30,"USGS","01671100",51,"A",41.0283867
"366",1984-12-31,"USGS","01671100",52,"A",51.5627414
"367",1985-01-01,"USGS","01671100",60,"A",51.59384179
"368",1985-01-02,"USGS","01671100",65,"A",48.13832998
"369",1985-01-03,"USGS","01671100",87,"A",86.69865108
"370",1985-01-04,"USGS","01671100",191,"A",150.46632432
"371",1985-01-05,"USGS","01671100",267,"A",202.59503984
"372",1985-01-06,"USGS","01671100",254,"A",208.17774344
"373",1985-01-07,"USGS","01671100",198,"A",180.98503112
"374",1985-01-08,"USGS","01671100",153,"A",167.78879355
"375",1985-01-09,"USGS","01671100",122,"A",150.19090606
"376",1985-01-10,"USGS","01671100",100,"A",132.47322608
"377",1985-01-11,"USGS","01671100",88,"A",120.69510842
"378",1985-01-12,"USGS","01671100",81,"A",112.31536723
"379",1985-01-13,"USGS","01671100",77,"A",105.99907303
"380",1985-01-14,"USGS","01671100",72,"A",101.6794424
"381",1985-01-15,"USGS","01671100",71,"A",100.00983857
"382",1985-01-16,"USGS","01671100",63,"A",97.42068027
"383",1985-01-17,"USGS","01671100",62,"A",94.99697208
"384",1985-01-18,"USGS","01671100",64,"A",89.82064724
"385",1985-01-19,"USGS","01671100",65,"A",91.19448589
"386",1985-01-20,"USGS","01671100",69,"A",96.36753844
"387",1985-01-21,"USGS","01671100",65,"A",93.3717196
"388",1985-01-22,"USGS","01671100",63,"A",88.69726204
"389",1985-01-23,"USGS","01671100",57,"A",84.18784928
"390",1985-01-24,"USGS","01671100",57,"A",80.6156497
"391",1985-01-25,"USGS","01671100",61,"A",81.32973266
"392",1985-01-26,"USGS","01671100",66,"A",85.28457448
"393",1985-01-27,"USGS","01671100",64,"A",85.86391378
"394",1985-01-28,"USGS","01671100",66,"A",81.34956432
"395",1985-01-29,"USGS","01671100",64,"A",76.79918075
"396",1985-01-30,"USGS","01671100",63,"A",73.3092177
"397",1985-01-31,"USGS","01671100",64,"A",76.18660044
"398",1985-02-01,"USGS","01671100",142,"A",205.02496471
"399",1985-02-02,"USGS","01671100",455,"A",956.5528353
"400",1985-02-03,"USGS","01671100",660,"A",953.7084425
"401",1985-02-04,"USGS","01671100",472,"A",496.5730895
"402",1985-02-05,"USGS","01671100",246,"A",297.5302708
"403",1985-02-06,"USGS","01671100",176,"A",217.95710179
"404",1985-02-07,"USGS","01671100",149,"A",190.05447531
"405",1985-02-08,"USGS","01671100",130,"A",183.72122907
"406",1985-02-09,"USGS","01671100",100,"A",172.45297002
"407",1985-02-10,"USGS","01671100",90,"A",162.10214378
"408",1985-02-11,"USGS","01671100",86,"A",156.97231198
"409",1985-02-12,"USGS","01671100",245,"A",707.58392467
"410",1985-02-13,"USGS","01671100",449,"A",1130.0872268
"411",1985-02-14,"USGS","01671100",350,"A",850.7306653
"412",1985-02-15,"USGS","01671100",209,"A",458.1140591
"413",1985-02-16,"USGS","01671100",151,"A",294.6210156
"414",1985-02-17,"USGS","01671100",127,"A",224.15870576
"415",1985-02-18,"USGS","01671100",115,"A",226.23943342
"416",1985-02-19,"USGS","01671100",107,"A",250.98827001
"417",1985-02-20,"USGS","01671100",102,"A",217.75566578
"418",1985-02-21,"USGS","01671100",96,"A",192.60257815
"419",1985-02-22,"USGS","01671100",89,"A",180.10462619
"420",1985-02-23,"USGS","01671100",84,"A",172.8522024
"421",1985-02-24,"USGS","01671100",84,"A",164.06357957
"422",1985-02-25,"USGS","01671100",83,"A",156.04935076
"423",1985-02-26,"USGS","01671100",85,"A",253.85395852
"424",1985-02-27,"USGS","01671100",95,"A",246.66421403
"425",1985-02-28,"USGS","01671100",96,"A",194.71445372
"426",1985-03-01,"USGS","01671100",93,"A",171.0289302
"427",1985-03-02,"USGS","01671100",82,"A",156.31994819
"428",1985-03-03,"USGS","01671100",74,"A",145.96632574
"429",1985-03-04,"USGS","01671100",70,"A",138.15744876
"430",1985-03-05,"USGS","01671100",68,"A",131.87410021
"431",1985-03-06,"USGS","01671100",66,"A",125.80600927
"432",1985-03-07,"USGS","01671100",60,"A",120.32832577
"433",1985-03-08,"USGS","01671100",56,"A",115.20975781
"434",1985-03-09,"USGS","01671100",59,"A",110.50513315
"435",1985-03-10,"USGS","01671100",59,"A",105.99458218
"436",1985-03-11,"USGS","01671100",61,"A",101.54073143
"437",1985-03-12,"USGS","01671100",61,"A",98.40629721
"438",1985-03-13,"USGS","01671100",60,"A",93.96438242
"439",1985-03-14,"USGS","01671100",58,"A",89.863137
"440",1985-03-15,"USGS","01671100",55,"A",86.07370591
"441",1985-03-16,"USGS","01671100",52,"A",82.56602671
"442",1985-03-17,"USGS","01671100",50,"A",79.10349084
"443",1985-03-18,"USGS","01671100",49,"A",75.84862589
"444",1985-03-19,"USGS","01671100",45,"A",72.85975174
"445",1985-03-20,"USGS","01671100",45,"A",69.81107569
"446",1985-03-21,"USGS","01671100",44,"A",66.74427009
"447",1985-03-22,"USGS","01671100",48,"A",69.8002205
"448",1985-03-23,"USGS","01671100",67,"A",119.61080457
"449",1985-03-24,"USGS","01671100",106,"A",145.12058688
"450",1985-03-25,"USGS","01671100",117,"A",135.0048218
"451",1985-03-26,"USGS","01671100",101,"A",116.24223663
"452",1985-03-27,"USGS","01671100",83,"A",100.92601417
"453",1985-03-28,"USGS","01671100",70,"A",91.06929872
"454",1985-03-29,"USGS","01671100",64,"A",87.34406635
"455",1985-03-30,"USGS","01671100",78,"A",91.85756089
"456",1985-03-31,"USGS","01671100",83,"A",92.35463067
"457",1985-04-01,"USGS","01671100",94,"A",86.21040967
"458",1985-04-02,"USGS","01671100",83,"A",80.20740939
"459",1985-04-03,"USGS","01671100",76,"A",75.37639119
"460",1985-04-04,"USGS","01671100",67,"A",71.2330389
"461",1985-04-05,"USGS","01671100",57,"A",67.2654407
"462",1985-04-06,"USGS","01671100",51,"A",63.52651572
"463",1985-04-07,"USGS","01671100",49,"A",60.58298349
