"","USGS Gage","Model","Pct. Error"
"1% Non-Exceedance",382,286,25.1
"5% Non-Exceedance",713,450,36.9
"50% Non-Exceedance",1900,1700,10.5
"95% Non-Exceedance",7570,8070,-6.61
"99% Non-Exceedance",18900,18800,0.529
"Sept. 10% Non-Exceedance",736,534,27.4
