"","Model"
"Jan. Low Flow",64
"Feb. Low Flow",71.5
"Mar. Low Flow",106
"Apr. Low Flow",194
"May Low Flow",245
"Jun. Low Flow",250
"Jul. Low Flow",182
"Aug. Low Flow",138
"Sep. Low Flow",116
"Oct. Low Flow",80
"Nov. Low Flow",66.5
"Dec. Low Flow",59.8
