"","Model"
"Min. 1 Day Min",5.46
"Med. 1 Day Min",35.8
"Min. 3 Day Min",5.65
"Med. 3 Day Min",36.8
"Min. 7 Day Min",6.09
"Med. 7 Day Min",41
"Min. 30 Day Min",10.5
"Med. 30 Day Min",61.6
"Min. 90 Day Min",29.8
"Med. 90 Day Min",97.6
"7Q10",12.7
"Year of 90-Day Low Flow",2002
"Drought Year Mean",68.4229736486835
"Mean Baseflow",188
