"","Model"
"Overall Mean Flow",327
"Jan. Mean Flow",413
"Feb. Mean Flow",485
"Mar. Mean Flow",564
"Apr. Mean Flow",482
"May Mean Flow",343
"Jun. Mean Flow",300
"Jul. Mean Flow",179
"Aug. Mean Flow",153
"Sep. Mean Flow",262
"Oct. Mean Flow",220
"Nov. Mean Flow",251
"Dec. Mean Flow",292
