"","Model"
"Min. 1 Day Min",0.622
"Med. 1 Day Min",17.2
"Min. 3 Day Min",0.703
"Med. 3 Day Min",17.4
"Min. 7 Day Min",0.91
"Med. 7 Day Min",18.9
"Min. 30 Day Min",3.32
"Med. 30 Day Min",27.1
"Min. 90 Day Min",18.2
"Med. 90 Day Min",47.3
"7Q10",3.86
"Year of 90-Day Low Flow",1986
"Drought Year Mean",149.723067083072
"Mean Baseflow",124
