"","Model"
"Jan. Low Flow",26.5
"Feb. Low Flow",53.5
"Mar. Low Flow",108
"Apr. Low Flow",131
"May Low Flow",188
"Jun. Low Flow",186
"Jul. Low Flow",124
"Aug. Low Flow",88.1
"Sep. Low Flow",54.5
"Oct. Low Flow",34.7
"Nov. Low Flow",28.2
"Dec. Low Flow",23.9
