"","Model"
"Jan. Low Flow",49.9
"Feb. Low Flow",72.7
"Mar. Low Flow",106
"Apr. Low Flow",163
"May Low Flow",257
"Jun. Low Flow",281
"Jul. Low Flow",206
"Aug. Low Flow",149
"Sep. Low Flow",131
"Oct. Low Flow",83.1
"Nov. Low Flow",73.1
"Dec. Low Flow",59.7
