"","USGS Gage","Model","Pct. Error"
"Max. 1 Day Max",11200,12100,-8.04
"Med. 1 Day Max",4510,5450,-20.8
"Max. 3 Day Max",5880,7120,-21.1
"Med. 3 Day Max",3110,3410,-9.65
"Max. 7 Day Max",3520,4980,-41.5
"Med. 7 Day Max",2040,2200,-7.84
"Max. 30 Day Max",2370,2380,-0.422
"Med. 30 Day Max",1120,1010,9.82
"Max. 90 Day Max",1360,1520,-11.8
"Med. 90 Day Max",778,730,6.17
