"","Model"
"Min. 1 Day Min",29.1
"Med. 1 Day Min",77.4
"Min. 3 Day Min",29.4
"Med. 3 Day Min",79.5
"Min. 7 Day Min",30.5
"Med. 7 Day Min",84
"Min. 30 Day Min",34.6
"Med. 30 Day Min",104
"Min. 90 Day Min",64.9
"Med. 90 Day Min",152
"7Q10",44.1
"Year of 90-Day Low Flow",2002
"Drought Year Mean",132.687798193895
"Mean Baseflow",250
