"","Overall Mean Flow","Jan. Low Flow","Feb. Low Flow","Mar. Low Flow","Apr. Low Flow","May Low Flow","Jun. Low Flow","Jul. Low Flow","Aug. Low Flow","Sep. Low Flow","Oct. Low Flow","Nov. Low Flow","Dec. Low Flow","Jan. Mean Flow","Feb. Mean Flow","Mar. Mean Flow","Apr. Mean Flow","May Mean Flow","Jun. Mean Flow","Jul. Mean Flow","Aug. Mean Flow","Sep. Mean Flow","Oct. Mean Flow","Nov. Mean Flow","Dec. Mean Flow","Min. 1 Day Min","Med. 1 Day Min.","Min. 3 Day Min","Med. 3 Day Min.","Min. 7 Day Min","Med. 7 Day Min.","Min. 30 Day Min","Med. 30 Day Min.","Min. 90 Day Min","Med. 90 Day Min.","7Q10","Year of 90-Day Low Flow","1% Non-Exceedance","5% Non-Exceedance","50% Non-Exceedance","95% Non-Exceedance","99% Non-Exceedance","Sept. 10% Non-Exceedance","Mean Baseflow","Jan. High Flow","Feb. High Flow","Mar. High Flow","Apr. High Flow","May High Flow","Jun. High Flow","Jul. High Flow","Aug. High Flow","Sep. High Flow","Oct. High Flow","Nov. High Flow","Dec. High Flow","Max. 1 Day Max","Med. 1 Day Max.","Max. 3 Day Max","Med. 3 Day Max.","Max. 7 Day Max","Med. 7 Day Max.","Max. 30 Day Max","Med. 30 Day Max.","Max. 90 Day Max","Med. 90 Day Max.","Drought Year Mean"
"USGS Gage",193,75,88.1,90.9,106,133,131,134,120,108,97.1,84,76,208,212,268,267,197,197,161,181,160,123,158,185,21,60.5,25.7,63.7,41,71.1,52.7,87.2,66.3,117,46.4,2002,51,65,143,446,929,62.9,130,174,286,441,420,413,497,465,371,311,233,261,274,6430,1820,3010,1000,1540,675,768,403,551,276,93.5591780821918
"Model",205,67.7,76,94.2,117,161,162,129,98.2,78.6,65.3,56.1,62.7,239,274,338,284,192,189,119,161,170,121,178,194,18.7,38.6,18.9,39.3,20,41.1,24.5,54,44.2,75,25.4,1986,29.4,44.4,140,554,1160,45.6,127,162,350,332,452,487,1010,747,476,229,160,250,231,5780,2370,3160,1540,1630,1020,783,530,594,308,91.0907252179776
"Pct. Error",6.22,-9.73,-13.7,3.63,10.4,21.1,23.7,-3.73,-18.2,-27.2,-32.7,-33.2,-17.5,14.9,29.2,26.1,6.37,-2.54,-4.06,-26.1,-11,6.25,-1.63,12.7,4.86,-11,-36.2,-26.5,-38.3,-51.2,-42.2,-53.5,-38.1,-33.3,-35.9,-45.3,100,-42.4,-31.7,-2.1,24.2,24.9,-27.5,-2.31,-6.9,22.4,-24.7,7.62,17.9,103,60.6,28.3,-26.4,-31.3,-4.21,-15.7,-10.1,30.2,4.98,54,5.84,51.1,1.95,31.5,7.8,11.6,-2.64
