"","Model"
"Min. 1 Day Min",0.0797
"Med. 1 Day Min",1.72
"Min. 3 Day Min",0.0839
"Med. 3 Day Min",1.77
"Min. 7 Day Min",0.0979
"Med. 7 Day Min",2.05
"Min. 30 Day Min",0.317
"Med. 30 Day Min",3.71
"Min. 90 Day Min",2.08
"Med. 90 Day Min",6.93
"7Q10",0.275
"Year of 90-Day Low Flow",2002
"Drought Year Mean",13.9467504742504
"Mean Baseflow",20.1
