"","Overall Mean Flow","Jan. Low Flow","Feb. Low Flow","Mar. Low Flow","Apr. Low Flow","May Low Flow","Jun. Low Flow","Jul. Low Flow","Aug. Low Flow","Sep. Low Flow","Oct. Low Flow","Nov. Low Flow","Dec. Low Flow","Jan. Mean Flow","Feb. Mean Flow","Mar. Mean Flow","Apr. Mean Flow","May Mean Flow","Jun. Mean Flow","Jul. Mean Flow","Aug. Mean Flow","Sep. Mean Flow","Oct. Mean Flow","Nov. Mean Flow","Dec. Mean Flow","Min. 1 Day Min","Med. 1 Day Min.","Min. 3 Day Min","Med. 3 Day Min.","Min. 7 Day Min","Med. 7 Day Min.","Min. 30 Day Min","Med. 30 Day Min.","Min. 90 Day Min","Med. 90 Day Min.","7Q10","Year of 90-Day Low Flow","1% Non-Exceedance","5% Non-Exceedance","50% Non-Exceedance","95% Non-Exceedance","99% Non-Exceedance","Sept. 10% Non-Exceedance","Mean Baseflow","Jan. High Flow","Feb. High Flow","Mar. High Flow","Apr. High Flow","May High Flow","Jun. High Flow","Jul. High Flow","Aug. High Flow","Sep. High Flow","Oct. High Flow","Nov. High Flow","Dec. High Flow","Max. 1 Day Max","Med. 1 Day Max.","Max. 3 Day Max","Med. 3 Day Max.","Max. 7 Day Max","Med. 7 Day Max.","Max. 30 Day Max","Med. 30 Day Max.","Max. 90 Day Max","Med. 90 Day Max.","Drought Year Mean"
"USGS Gage",701,91,94.1,201,270,481,488,441,307,189,153,114,93,1010,1360,1340,1110,826,567,352,294,215,222,435,738,39,70,44,70.3,49,72.9,62.7,90.8,83.4,172,55.4,1988,60.7,83,371,2270,5020,69,333,215,1260,2500,3210,5120,3530,1940,2750,1050,787,533,346,20100,8530,11400,6190,6930,4030,3410,2050,2210,1430,287.448087431694
"Model",699,86.2,177,248,393,488,582,396,244,192,116,122,82.9,1010,1420,1300,959,710,509,352,324,299,332,476,749,8.16,35.5,8.6,38.4,9.98,45.3,27.5,73.9,69.2,190,18.2,1988,33.8,73.5,420,2060,4950,55.6,373,352,917,1290,3500,3230,3970,1790,1650,932,490,476,352,19000,8120,13100,5110,7160,3370,4020,1910,2700,1400,289.699601021916
"Pct. Error",0.285,5.27,-88.1,-23.4,-45.6,-1.46,-19.3,10.2,20.5,-1.59,24.2,-7.02,10.9,0,-4.41,2.99,13.6,14,10.2,0,-10.2,-39.1,-49.5,-9.43,-1.49,79.1,49.3,80.5,45.4,79.6,37.9,56.1,18.6,17,-10.5,67.1,0,44.3,11.4,-13.2,9.25,1.39,19.4,-12,-63.7,27.2,48.4,-9.03,36.9,-12.5,7.73,40,11.2,37.7,10.7,-1.73,5.47,4.81,-14.9,17.4,-3.32,16.4,-17.9,6.83,-22.2,2.1,-0.783
