"","Overall Mean Flow","Jan. Low Flow","Feb. Low Flow","Mar. Low Flow","Apr. Low Flow","May Low Flow","Jun. Low Flow","Jul. Low Flow","Aug. Low Flow","Sep. Low Flow","Oct. Low Flow","Nov. Low Flow","Dec. Low Flow","Jan. Mean Flow","Feb. Mean Flow","Mar. Mean Flow","Apr. Mean Flow","May Mean Flow","Jun. Mean Flow","Jul. Mean Flow","Aug. Mean Flow","Sep. Mean Flow","Oct. Mean Flow","Nov. Mean Flow","Dec. Mean Flow","Min. 1 Day Min","Med. 1 Day Min.","Min. 3 Day Min","Med. 3 Day Min.","Min. 7 Day Min","Med. 7 Day Min.","Min. 30 Day Min","Med. 30 Day Min.","Min. 90 Day Min","Med. 90 Day Min.","7Q10","Year of 90-Day Low Flow","1% Non-Exceedance","5% Non-Exceedance","50% Non-Exceedance","95% Non-Exceedance","99% Non-Exceedance","Sept. 10% Non-Exceedance","Mean Baseflow","Jan. High Flow","Feb. High Flow","Mar. High Flow","Apr. High Flow","May High Flow","Jun. High Flow","Jul. High Flow","Aug. High Flow","Sep. High Flow","Oct. High Flow","Nov. High Flow","Dec. High Flow","Max. 1 Day Max","Med. 1 Day Max.","Max. 3 Day Max","Med. 3 Day Max.","Max. 7 Day Max","Med. 7 Day Max.","Max. 30 Day Max","Med. 30 Day Max.","Max. 90 Day Max","Med. 90 Day Max.","Drought Year Mean"
"USGS Gage",77.6,8.3,12,16,30,48,54,54,32.6,19,14,11,9.4,102,156,156,134,90.1,61.1,39.5,33.8,25.3,25,39.2,75,3,7.4,3.33,7.53,4.41,7.84,5.1,11.2,8.91,18.7,5.15,1999,5.7,8.3,39.9,247,607,7.6,35.5,36,163,231,380,596,411,255,243,97,118,79,55,3750,1020,1710,755,873,477,451,247,320,162,46.3265753424658
"Model",86.9,7.8,21,25.9,44.3,57.6,52.8,38.3,24.3,14.4,11.8,14.4,8.35,124,185,162,117,84.6,56.8,38.2,37.5,35.9,42,63.6,103,0,4.95,0.0123,5.45,0.346,6.51,4.32,12.9,9.05,24.9,1.41,1988,3.46,8.22,49.1,264,696,5.89,40.9,73.2,209,249,322,584,417,277,346,80.5,77.9,75.5,55.4,3220,1350,1870,710,1170,483,550,265,408,178,56.1990277742985
"Pct. Error",12,-6.02,75,61.9,47.7,20,-2.22,-29.1,-25.5,-24.2,-15.7,30.9,-11.2,21.6,18.6,3.85,-12.7,-6.1,-7.04,-3.29,10.9,41.9,68,62.2,37.3,-100,-33.1,-99.6,-27.6,-92.2,-17,-15.3,15.2,1.57,33.2,-72.6,100,-39.3,-0.964,23.1,6.88,14.7,-22.5,15.2,103,28.2,7.79,-15.3,-2.01,1.46,8.63,42.4,-17,-34,-4.43,0.727,-14.1,32.4,9.36,-5.96,34,1.26,22,7.29,27.5,9.88,21.3
