"","Model"
"Min. 1 Day Min",93.4
"Med. 1 Day Min",242
"Min. 3 Day Min",95.1
"Med. 3 Day Min",244
"Min. 7 Day Min",99.1
"Med. 7 Day Min",256
"Min. 30 Day Min",106
"Med. 30 Day Min",324
"Min. 90 Day Min",186
"Med. 90 Day Min",435
"7Q10",142
"Year of 90-Day Low Flow",2002
"Drought Year Mean",352.748991179592
"Mean Baseflow",743
