"","Model"
"Overall Mean Flow",95.9
"Jan. Mean Flow",132
"Feb. Mean Flow",161
"Mar. Mean Flow",165
"Apr. Mean Flow",124
"May Mean Flow",75.2
"Jun. Mean Flow",49.2
"Jul. Mean Flow",41
"Aug. Mean Flow",72.9
"Sep. Mean Flow",117
"Oct. Mean Flow",60.8
"Nov. Mean Flow",64.2
"Dec. Mean Flow",92.2
