"","USGS Gage","Model","Pct. Error"
"Jan. High Flow",387,303,-21.7
"Feb. High Flow",722,597,-17.3
"Mar. High Flow",1120,1040,-7.14
"Apr. High Flow",1150,1290,12.2
"May High Flow",1300,1600,23.1
"Jun. High Flow",1410,2150,52.5
"Jul. High Flow",1590,1750,10.1
"Aug. High Flow",1270,1030,-18.9
"Sep. High Flow",694,484,-30.3
"Oct. High Flow",515,399,-22.5
"Nov. High Flow",471,325,-31
"Dec. High Flow",160,208,30
