"","Overall Mean Flow","Jan. Low Flow","Feb. Low Flow","Mar. Low Flow","Apr. Low Flow","May Low Flow","Jun. Low Flow","Jul. Low Flow","Aug. Low Flow","Sep. Low Flow","Oct. Low Flow","Nov. Low Flow","Dec. Low Flow","Jan. Mean Flow","Feb. Mean Flow","Mar. Mean Flow","Apr. Mean Flow","May Mean Flow","Jun. Mean Flow","Jul. Mean Flow","Aug. Mean Flow","Sep. Mean Flow","Oct. Mean Flow","Nov. Mean Flow","Dec. Mean Flow","Min. 1 Day Min","Med. 1 Day Min.","Min. 3 Day Min","Med. 3 Day Min.","Min. 7 Day Min","Med. 7 Day Min.","Min. 30 Day Min","Med. 30 Day Min.","Min. 90 Day Min","Med. 90 Day Min.","7Q10","Year of 90-Day Low Flow","1% Non-Exceedance","5% Non-Exceedance","50% Non-Exceedance","95% Non-Exceedance","99% Non-Exceedance","Sept. 10% Non-Exceedance","Mean Baseflow","Jan. High Flow","Feb. High Flow","Mar. High Flow","Apr. High Flow","May High Flow","Jun. High Flow","Jul. High Flow","Aug. High Flow","Sep. High Flow","Oct. High Flow","Nov. High Flow","Dec. High Flow","Max. 1 Day Max","Med. 1 Day Max.","Max. 3 Day Max","Med. 3 Day Max.","Max. 7 Day Max","Med. 7 Day Max.","Max. 30 Day Max","Med. 30 Day Max.","Max. 90 Day Max","Med. 90 Day Max.","Drought Year Mean"
"USGS Gage",523,44,130,222,340,493,395,394,231,109,55,43,31,705,878,970,883,585,348,197,220,239,233,423,619,0.25,24,0.267,25.3,0.337,26.4,2.39,47.8,7.95,119,3.33,2002,5.7,26,327,1750,2890,16,292,387,722,1120,1150,1300,1410,1590,1270,694,515,471,160,7780,2850,6870,2550,5120,2310,3160,1310,2460,1020,81.8810684931507
"Model",513,55.8,106,168,342,460,364,330,219,154,63.2,64.2,58.3,678,914,1050,712,507,331,225,271,372,252,364,509,2.59,29.8,2.84,31.6,3.41,36.5,11.7,59.5,32.3,130,9.36,2002,13.2,35.6,320,1480,3320,27.4,306,303,597,1040,1290,1600,2150,1750,1030,484,399,325,208,23100,5440,11600,3190,7900,2000,3410,1260,2450,802,100.178751709458
"Pct. Error",-1.91,26.8,-18.5,-24.3,0.588,-6.69,-7.85,-16.2,-5.19,41.3,14.9,49.3,88.1,-3.83,4.1,8.25,-19.4,-13.3,-4.89,14.2,23.2,55.6,8.15,-13.9,-17.8,936,24.2,964,24.9,912,38.3,390,24.5,306,9.24,181,0,132,36.9,-2.14,-15.4,14.9,71.2,4.79,-21.7,-17.3,-7.14,12.2,23.1,52.5,10.1,-18.9,-30.3,-22.5,-31,30,197,90.9,68.9,25.1,54.3,-13.4,7.91,-3.82,-0.407,-21.4,22.3
